PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	PersonX is too busy to go to the ballgame
PersonX is sharp  xIntent  [GEN]	to be a good student
PersonX runs 10 miles  xAttr  [GEN]	athletic
PersonX attends an international congress  xReact  [GEN]	curious
PersonX helps PersonY choose a site  xNeed  [GEN]	to have a good idea
PersonX looks at PersonY's eyes  xIntent  [GEN]	to get to know PersonY better
PersonX notices a white butterfly  xEffect  [GEN]	learns to identify butterflies
PersonX destroys some electronics  xAttr  [GEN]	mean
PersonX bought a cake  xEffect  [GEN]	is happy
PersonX posts it on the Internet  xAttr  [GEN]	courageous
PersonX takes an architectural tour  HinderedBy  [GEN]	PersonX is too tired to go
PersonX recognizes PersonY's wishes  xEffect  [GEN]	feels sympathy for PersonY
PersonX decides to go to the park  xIntent  [GEN]	to spend time with her friends
PersonX attends class  xIntent  [GEN]	to be a student
PersonX decides to be generous  xIntent  [GEN]	to be liked
PersonX meets two new friends  xAttr  [GEN]	sociable
PersonX suggests alternative  HinderedBy  [GEN]	PersonX doesn't have the authority to make the decision
PersonX agrees to move in with PersonY  xAttr  [GEN]	trustworthy
PersonX posts on PersonY's journal  xAttr  [GEN]	insightful
PersonX runs on a treadmill  xAttr  [GEN]	a health nut
PersonX does drugs  xReact  [GEN]	miserable
PersonX gets really mad  xEffect  [GEN]	is upset
PersonX reads the next chapter  xReact  [GEN]	motivated
PersonX faints in PersonY's presence  xReact  [GEN]	surprised
PersonX does not like to show anger  xAttr  [GEN]	timid
PersonX kisses PersonY on the cheek  xReact  [GEN]	excited
PersonX cleans up the leaves  xIntent  [GEN]	to keep the yard clean
PersonX adopts a child  HinderedBy  [GEN]	PersonX is unable to take care of a child
PersonX loses her suitcase  xReact  [GEN]	frustrated
PersonX reacts to police officer  xWant  [GEN]	to talk to the police officer
PersonX loses her fortune  xWant  [GEN]	to find it
PersonX has a nightmare about what PersonY said  xWant  [GEN]	to avoid PersonY
PersonX tells PersonY to stop  xIntent  [GEN]	to keep PersonY from hurting himself
PersonX edits PersonY's manuscript  HinderedBy  [GEN]	PersonX is too busy to edit PersonY's manuscript
PersonX avoids taking action  xReact  [GEN]	helpless
PersonX really loses it  xAttr  [GEN]	angry
PersonX helps person Y with his work  xIntent  [GEN]	to help Y
PersonX has a reputation for philanthropy  xWant  [GEN]	to be seen as a philanthropist
PersonX shows PersonY something  xEffect  [GEN]	gets thanked by PersonY
PersonX found PersonY annoying  xWant  [GEN]	to be alone
PersonX and PersonY have good chemistry  xReact  [GEN]	in love
PersonX values PersonY’s relationship  xEffect  [GEN]	is thankful to PersonY
