PersonX enjoys solving puzzles  xIntent  [GEN]	to be able to solve puzzles	1
PersonX is brought before the people  xIntent  [GEN]	to be accepted	1
PersonX begins again  xReact  [GEN]	happy	1
PersonX went to the car dealer  xAttr  [GEN]	rebellious	2
PersonX looks over a list  xAttr  [GEN]	helpful	1
PersonX reads about the letter  xReact  [GEN]	shocked	1
PersonX uses computers  HinderedBy  [GEN]	PersonX can't find a computer	1
PersonX starts over  xReact  [GEN]	relieved	1
PersonX wears new shoes to work  xAttr  [GEN]	stylish	1
PersonX continues on her way  xIntent  [GEN]	to get to work	1
PersonX moves to China  xAttr  [GEN]	ambitious	1
PersonX tries a cup of coffee  xReact  [GEN]	relaxed	1
PersonX tells PersonY about a very exciting event  HinderedBy  [GEN]	PersonX is too busy to help	2
PersonX employs a clown  HinderedBy  [GEN]	PersonX can't find any clowns	1
PersonX remembers his roots  HinderedBy  [GEN]	PersonX is still stuck in a slumber	1
PersonX wins Employee of the Year  xNeed  [GEN]	to make a decision	1
PersonX offers a hand of friendship  xAttr  [GEN]	a good friend	1
PersonX answers a telephone  HinderedBy  [GEN]	PersonX can't afford it	1
PersonX fixes the place  xAttr  [GEN]	neat	1
PersonX bathes a child  xAttr  [GEN]	a good father	1
PersonX agrees to send PersonY an e-mail  xAttr  [GEN]	trustworthy	1
PersonX chooses a great place to visit  xNeed  [GEN]	to be able to visit a great place	1
PersonX is buried in an avalanche  xWant  [GEN]	to not be buried	1
PersonX needs to find a parking space  xIntent  [GEN]	to be able to park	1
PersonX continues on her way  HinderedBy  [GEN]	PersonX is stuck in the car park	1
PersonX fills a broken glass with wine  xWant  [GEN]	to get drunk	1
PersonX gets a kick out of bhangra music  xWant  [GEN]	to play with it	2
PersonX lets PersonY change  xIntent  [GEN]	to be supportive	1
PersonX looks at something quickly  xReact  [GEN]	confused	1
PersonX loves cake  xEffect  [GEN]	buys a cake	1
PersonX prepares to get out of the tub  xReact  [GEN]	ashamed	2
PersonX tells about PersonY's interests  xWant  [GEN]	to talk about PersonY's interests	1
PersonX invites PersonY to go somewhere  xNeed  [GEN]	to have an interest in PersonY	1
PersonX answers her purpose  HinderedBy  [GEN]	PersonX is too shy to ask	1
PersonX saw an eclipse  xAttr  [GEN]	observant	1
PersonX gets it into his head  xIntent  [GEN]	to be the winner	1
PersonX enjoys sleeping in her bed  HinderedBy  [GEN]	PersonX can't sleep in her bed	1
PersonX becomes a guest  xEffect  [GEN]	is invited to dinner	1
PersonX has an ovation  xReact  [GEN]	happy	1
PersonX reads a handwritten note  xReact  [GEN]	sad	1
PersonX tells PersonY to trust her  xIntent  [GEN]	to be trusted	1
PersonX enjoys hearing PersonY tell a story  xWant  [GEN]	to be a child person	2
PersonX makes the same mistakes  xEffect  [GEN]	gets a reputation	1
PersonX meets a person in church  xReact  [GEN]	happy	1
PersonX likes to perform  xIntent  [GEN]	to express his feelings	1
PersonX has to fly a kite  xReact  [GEN]	irritated	1
PersonX uses contraception  xEffect  [GEN]	is happy	1
PersonX does not like chewing gum  xEffect  [GEN]	stops chewing gum	1
PersonX claims to have forgiven PersonY  xAttr  [GEN]	sincere	1
PersonX tells PersonY about a very exciting event  xEffect  [GEN]	is thanked by PersonY	1
PersonX is too drunk to walk  xWant  [GEN]	to be sober	1
PersonX and PersonY's times cross  xWant  [GEN]	to get back to normal	2
PersonX eats free bread  xEffect  [GEN]	is happy	1
PersonX gets out of the classroom  xReact  [GEN]	happy	1
PersonX re-arranges the living room  xIntent  [GEN]	to make sure the living room looks nice	1
PersonX studies different opinions  xWant  [GEN]	to improve his presentation skills	2
PersonX gets out of the classroom  xIntent  [GEN]	to start a new life	1
PersonX consults her mentor  xWant  [GEN]	to see her work	1
PersonX makes PersonY breakfast  HinderedBy  [GEN]	PersonX is too busy to cook	1
PersonX is self-sufficient  HinderedBy  [GEN]	PersonX is careless	1
PersonX checks the garage  HinderedBy  [GEN]	PersonX is not allowed to drive	2
PersonX withdraws $800 from the bank  HinderedBy  [GEN]	PersonX can't find a bank	1
PersonX remembers how PersonY smiled  xEffect  [GEN]	likes PersonY	1
PersonX helps PersonY lose weight  xReact  [GEN]	proud	1
PersonX becomes a stranger  xEffect  [GEN]	is surprised	1
PersonX wins the medal  xNeed  [GEN]	to be in the team	1
PersonX sits by the fire  xIntent  [GEN]	to be close to the fire	1
PersonX becomes a yoga instructor  xReact  [GEN]	content	1
PersonX is a very good worker  xAttr  [GEN]	good at work	1
PersonX and PersonY plans to leave together  xIntent  [GEN]	to be liked by PersonY	1
PersonX becomes a stranger  xAttr  [GEN]	weird	1
PersonX saves the doctor  xReact  [GEN]	happy	1
PersonX practices card tricks  xNeed  [GEN]	to have a desire to practice	1
PersonX asks to be defended  xAttr  [GEN]	stubborn	2
PersonX drives to her sister's house  xReact  [GEN]	excited	1
PersonX is self-sufficient  xNeed  [GEN]	to have the money to buy supplies	1
PersonX races in a car  xIntent  [GEN]	to try something new	1
PersonX takes a diploma  xReact  [GEN]	satisfied	1
PersonX is an auto mechanic  xNeed  [GEN]	to have a truck	2
PersonX recedes and has a second child  xEffect  [GEN]	is happier	1
PersonX wants to give up smoking  xEffect  [GEN]	loses his temper	1
PersonX tells PersonY that he still loves her  xIntent  [GEN]	to make PersonY happy	1
PersonX announces PersonY as their successor  xEffect  [GEN]	is proud of PersonY	1
PersonX holds up a gun  xIntent  [GEN]	to protect himself	1
PersonX explains her fears  HinderedBy  [GEN]	PersonX doesn't know what she wants to say	1
PersonX helps PersonY in a bind  xAttr  [GEN]	trustworthy	1
PersonX wins the medal  xReact  [GEN]	satisfied	1
PersonX watches her birthday cake collapse  xWant  [GEN]	to make something fun of it	1
PersonX gets in trouble again  HinderedBy  [GEN]	PersonX is immune to the fear of a fight	2
PersonX is about to marry PersonY  xAttr  [GEN]	mature	1
PersonX runs a hand over PersonY's body  xNeed  [GEN]	to have an interest in PersonY	1
PersonX does not return the book  xEffect  [GEN]	is in trouble	1
PersonX does his laundry  xAttr  [GEN]	lazy	2
PersonX studies different opinions  xEffect  [GEN]	gets smarter	1
PersonX plans to go to the zoo  xEffect  [GEN]	has a good time	1
PersonX dresses in a silly outfit  xIntent  [GEN]	to impress others	1
PersonX and PersonY share milk  HinderedBy  [GEN]	PersonX and PersonY are allergic to milk	1
PersonX invites PersonY to go somewhere  xWant  [GEN]	to go home	2
PersonX sits down at a pub  xEffect  [GEN]	is drunk	1
PersonX manages a business  xAttr  [GEN]	a leader	1
PersonX prefers animals to humans  xWant  [GEN]	to be a lion	2
PersonX does not brush his teeth  xReact  [GEN]	at ease	2
PersonX decides to punish PersonY  xAttr  [GEN]	cruel	1
PersonX visits a cemetery  xReact  [GEN]	joyful	2
PersonX has a picnic with his family  xAttr  [GEN]	polite	1
PersonX gets a new perspective  xNeed  [GEN]	to try something new	1
PersonX finds out PersonY's story  xReact  [GEN]	supportive	1
PersonX becomes very angry  xAttr  [GEN]	angry	1
PersonX buys PersonY a plant  HinderedBy  [GEN]	PersonX can't find the plant	1
PersonX accepts a deal  HinderedBy  [GEN]	PersonX is unhappy with his job	2
PersonX tries to prove PersonY is right  xAttr  [GEN]	persuasive	1
PersonX eats at a restaurant  HinderedBy  [GEN]	PersonX is broke	1
PersonX becomes wise to PersonY's ways  xReact  [GEN]	wise	1
PersonX orders some coffee  xReact  [GEN]	full	1
PersonX meets a person in church  xWant  [GEN]	to meet more people	2
PersonX tries to make PersonY laugh  xEffect  [GEN]	makes PersonY laugh	1
PersonX makes a model airplane  xReact  [GEN]	proud	1
PersonX talks about art  xNeed  [GEN]	to be interested in art	1
PersonX offers a hand of friendship  xIntent  [GEN]	to be liked	1
PersonX has cash flow problems  HinderedBy  [GEN]	PersonX has no money	2
PersonX brings PersonY his paycheck  xWant  [GEN]	to help PersonY	1
PersonX is very good at her job  xWant  [GEN]	to be a boss	1
PersonX decided to go to war  xEffect  [GEN]	saves his friend	1
PersonX begins again  xIntent  [GEN]	to finish X	2
PersonX has discovered enough  xAttr  [GEN]	determined	1
PersonX's family talks to her  xEffect  [GEN]	feels more at ease	1
PersonX uses PersonY's tools  xReact  [GEN]	competent	1
PersonX re-arranges the living room  xNeed  [GEN]	to be able to do this	1
PersonX and PersonY get reacquainted  xNeed  [GEN]	to have a connection to PersonY	1
PersonX falls down while PersonY laughs  xReact  [GEN]	upset	1
PersonX asks for an omelette  xIntent  [GEN]	to enjoy the delicious food	1
PersonX seeks out advice  HinderedBy  [GEN]	PersonX is unable to find the advice	1
PersonX explains the point  xAttr  [GEN]	intelligent	1
PersonX flies out the door  xIntent  [GEN]	to live	1
PersonX is going to have a date  HinderedBy  [GEN]	PersonX is allergic to alcohol	2
PersonX enjoys sleeping in her bed  xReact  [GEN]	relaxed	1
PersonX experiences a moment of joy  HinderedBy  [GEN]	PersonX has a fear of heights	1
PersonX discovers a mathematical formula  xWant  [GEN]	to go to the library	1
PersonX tells PersonY the password  xAttr  [GEN]	clever	1
PersonX helps PersonY with her speech  xWant  [GEN]	to be a better speaker	2
PersonX fills a broken glass with wine  HinderedBy  [GEN]	PersonX can't find a glass	1
PersonX and PersonY cook some fish  HinderedBy  [GEN]	PersonX and PersonY can't cook fish	1
PersonX talks to one of the players  xWant  [GEN]	to win the game	1
PersonX drinks beer in the kitchen  xReact  [GEN]	relaxed	1
PersonX has an urge to run  xIntent  [GEN]	to get faster	1
PersonX fails to order the tires  xReact  [GEN]	frustrated	1
PersonX realizes what it means  xEffect  [GEN]	feels better	1
PersonX works with other people  xAttr  [GEN]	helpful	1
PersonX controls her  HinderedBy  [GEN]	PersonX is afraid to touch her	1
PersonX pays to see a movie  xEffect  [GEN]	gets a hangover	2
PersonX throws PersonY the bone  HinderedBy  [GEN]	PersonX can't throw the bone	1
PersonX spends time on task  HinderedBy  [GEN]	PersonX can't find the task to his surprise a surprise	2
PersonX hires a boat  xReact  [GEN]	content	1
PersonX uses her smart mouth  xAttr  [GEN]	smart	1
PersonX has an ovation  HinderedBy  [GEN]	PersonX is in the hospital	1
PersonX accepts PersonX's purpose  xEffect  [GEN]	becomes a better person	1
PersonX works at a hotel  xEffect  [GEN]	is tired	1
PersonX searches his pockets  xWant  [GEN]	to find something	1
PersonX finds time for reading  xNeed  [GEN]	to be at work	1
PersonX manages to get out of jail  xAttr  [GEN]	courageous	1
PersonX wins a game of cards  xEffect  [GEN]	is happy	1
PersonX employs a clown  xEffect  [GEN]	is amused	1
PersonX finishes the game  HinderedBy  [GEN]	PersonX can't find the game	1
PersonX watches a car drive away  xReact  [GEN]	frightened	1
PersonX teaches diligently  xIntent  [GEN]	to be taught	2
PersonX watches the flowers die  xWant  [GEN]	to kill the petals	2
PersonX enjoys sleeping in her bed  xNeed  [GEN]	to be in the bed	1
PersonX understands the target  xWant  [GEN]	to get to the target	1
PersonX has a picnic with his family  xReact  [GEN]	peaceful	1
PersonX reads this poem  HinderedBy  [GEN]	PersonX is afraid to read	1
PersonX calls the cat  xWant  [GEN]	to sleep in the car	2
PersonX behaves in a tactless manner  xReact  [GEN]	guilty	1
PersonX considers the other person's needs  xWant  [GEN]	to make sure the person	2
PersonX wanted to fight PersonY  xAttr  [GEN]	aggressive	1
PersonX reads a recipe  HinderedBy  [GEN]	PersonX doesn't know how to cook	1
PersonX objects to PersonY's rudeness  xIntent  [GEN]	to make PersonY feel less like a jerk	1
PersonX asks for PersonY's car keys  xWant  [GEN]	to meet PersonY	2
PersonX takes refuge in work  xIntent  [GEN]	to stay alive	1
PersonX hosts a meal  xIntent  [GEN]	to feed and help people	1
PersonX works as a sous-chef  xNeed  [GEN]	to be good at cooking	1
PersonX dresses up for her old college buddies  xReact  [GEN]	happy	1
PersonX opens a firefighting school  xEffect  [GEN]	is rewarded	1
PersonX writes a beautiful poem  xIntent  [GEN]	to be creative	1
PersonX gets PersonY out of a bind  xReact  [GEN]	satisfied	1
PersonX controls her  xAttr  [GEN]	strong	1
PersonX jumps into the volcano  xWant  [GEN]	to go straight home	1
PersonX takes on the PersonY case  HinderedBy  [GEN]	PersonX can't find a case	1
PersonX learns that PersonY has a cold  xEffect  [GEN]	tells PersonY to go to the hospital	1
PersonX says that the policeman should give up  xNeed  [GEN]	to have an opinion about the policeman	1
PersonX chooses a great place to visit  xAttr  [GEN]	a good listener	2
PersonX doesn't catch the train  xReact  [GEN]	frustrated	1
PersonX watched a film  xReact  [GEN]	entertained	1
PersonX claims to have forgiven PersonY  xWant  [GEN]	to be forgiven	2
PersonX meets a famous person  xReact  [GEN]	intrigued	1
PersonX kills her boss  xWant  [GEN]	to see her boss	2
PersonX gets a car  xIntent  [GEN]	to be independent	1
PersonX tells PersonY that he still loves her  xAttr  [GEN]	honest	1
PersonX completes the ultimate goal  HinderedBy  [GEN]	PersonX can't get the finish line	1
PersonX disappears for a few minutes  xEffect  [GEN]	is found by a search team	1
PersonX kills her boss  HinderedBy  [GEN]	PersonX is afraid to touch her boss	1
PersonX is trying to study  xEffect  [GEN]	gets a exam	2
PersonX has been cheating on PersonY  xEffect  [GEN]	is punished by PersonY	1
PersonX buys a Bible  xEffect  [GEN]	feels better	1
PersonX and PersonY suddenly fall in love  HinderedBy  [GEN]	PersonX is too tired to fall in love	1
PersonX sees personY kissing PersonZ  xReact  [GEN]	embarrassed	1
PersonX discovers a mathematical formula  xAttr  [GEN]	smart	1
PersonX doesn't get love  xAttr  [GEN]	stubborn	1
PersonX creates the world  xEffect  [GEN]	is celebrated in the community	1
PersonX lies to everyone  xAttr  [GEN]	deceitful	1
PersonX races in a car  xReact  [GEN]	exhilarated	1
PersonX cooks PersonY some food  xNeed  [GEN]	to be able to cook	1
PersonX embarrasses PersonY  xIntent  [GEN]	to make PersonY feel foolish	1
PersonX turns up his music  xNeed  [GEN]	to have an idea of what to do	1
PersonX and PersonY have a deal  HinderedBy  [GEN]	PersonX is still mad at PersonY	1
PersonX gets nervous about a test  xIntent  [GEN]	to do the test carefully	1
PersonX is constantly afraid  HinderedBy  [GEN]	PersonX is always safe	1
PersonX finds a solution  xAttr  [GEN]	clever	1
PersonX asks PersonY to help out  xAttr  [GEN]	responsible	1
PersonX and PersonY watch the swans in flight  xReact  [GEN]	amazed	1
PersonX expects to make a lot of money  xWant  [GEN]	to make money	1
PersonX feels obligated to do it  xReact  [GEN]	confident	1
PersonX invites PersonY to a meal  HinderedBy  [GEN]	PersonX is afraid of PersonY	1
PersonX is trapped on the bed  xAttr  [GEN]	stubborn	2
PersonX takes the contract  xNeed  [GEN]	to ask someone for the contract	1
PersonX buys a toaster  xReact  [GEN]	proud	1
PersonX has always hated rabbits  xAttr  [GEN]	a perfectionist	2
PersonX recovers his necklace  xReact  [GEN]	pleased	1
PersonX lands a prestigious position  xIntent  [GEN]	to earn money	1
PersonX promises it will be a success  xAttr  [GEN]	a leader	1
PersonX sees there's nothing in the room  xIntent  [GEN]	to find a place to stand	2
PersonX is assigned to go on the mission  xIntent  [GEN]	to be part of the team	1
PersonX does not fall apart  xEffect  [GEN]	is a good friend	2
PersonX buys PersonY's old building  xWant  [GEN]	to build something for PersonY	2
PersonX takes his car to the garage  xIntent  [GEN]	to have a car	1
PersonX remains steadfast in friendship  HinderedBy  [GEN]	PersonX has a bad temper	1
PersonX gives up and goes away  xEffect  [GEN]	leaves	1
PersonX opens a firefighting school  xIntent  [GEN]	to have a safe environment	1
PersonX can do this  xNeed  [GEN]	to be able to do this	1
PersonX hears PersonY approaching  xReact  [GEN]	nervous	1
PersonX talks to you  xEffect  [GEN]	feels good about you	1
PersonX hears PersonY approaching  xWant  [GEN]	to avoid PersonY	1
PersonX drinks beer in the kitchen  xAttr  [GEN]	irresponsible	1
PersonX buys PersonY's favorite drink  xEffect  [GEN]	is thanked by PersonY	1
PersonX pours wine at a wedding  xIntent  [GEN]	to be sociable	1
PersonX sits forward  xIntent  [GEN]	to be free	2
PersonX accidentally steps on a crack  xWant  [GEN]	to take a step back	1
PersonX needs to find a parking space  xEffect  [GEN]	finds a parking space	1
PersonX's family talks to her  xReact  [GEN]	relieved	1
PersonX attends to every whim of PersonY  HinderedBy  [GEN]	PersonX is afraid of PersonY	1
PersonX works out at the gym  xNeed  [GEN]	to have a gym membership	1
PersonX buys a toaster  xEffect  [GEN]	is happy	1
PersonX throws a baseball around  xEffect  [GEN]	gets grounded	1
PersonX and PersonY form a mutual contract  xReact  [GEN]	secure	1
PersonX gets it into his head  xEffect  [GEN]	begins to talk	1
PersonX is on a talk show  HinderedBy  [GEN]	PersonX is too nervous to talk	1
PersonX completes the ultimate goal  xAttr  [GEN]	an excellent athlete	1
PersonX pours wine at a wedding  xAttr  [GEN]	nice	1
PersonX is the gateway  xIntent  [GEN]	to the exit	2
PersonX arranges to meet PersonY at the shop  xAttr  [GEN]	a good friend	1
PersonX evades the burglars  xIntent  [GEN]	to avoid suspicion	1
PersonX smokes a cigarette  xReact  [GEN]	calm	1
PersonX reads this poem  xEffect  [GEN]	feels depressed	1
PersonX decides to fly a kite  HinderedBy  [GEN]	PersonX is afraid of flying kites	1
PersonX repents of the crime  xWant  [GEN]	to get back at the crime	2
PersonX is drawn to the fire  xIntent  [GEN]	to see the fire	1
PersonX has a picnic with his family  HinderedBy  [GEN]	PersonX is not allowed to go to the picnic	1
PersonX sings along to songs  xAttr  [GEN]	a good singer	1
PersonX offers to buy PersonY a coffee  xEffect  [GEN]	is thanked by PersonY	1
PersonX is almost at the edge  xReact  [GEN]	safe	1
PersonX drives an Oldsmobile  xNeed  [GEN]	to be able to drive	1
PersonX brings back an old friend  xAttr  [GEN]	friendly	1
PersonX talks for a while  xNeed  [GEN]	to be able to talk for a while	1
PersonX has a plan for every eventuality  xEffect  [GEN]	has plans for every eventuality	1
PersonX makes an appeal to PersonY  HinderedBy  [GEN]	PersonX can't find the phone to call PersonY	1
PersonX leads a revolution  xReact  [GEN]	in need of a movement	1
PersonX scores a hit  xNeed  [GEN]	to perform well in the game	1
PersonX's visits PersonY  xWant  [GEN]	to see PersonY more often	1
PersonX visits a cemetery  xAttr  [GEN]	curious	1
PersonX spends the entire day with PersonY  xAttr  [GEN]	devoted	1
PersonX lives up to PersonY's expectations  xEffect  [GEN]	gets to meet PersonY	1
PersonX allows PersonY to speak  xAttr  [GEN]	supportive	1
PersonX adds a new chapter to his book  xIntent  [GEN]	to make a difference	1
PersonX wins a grand prize  xIntent  [GEN]	to be successful	1
PersonX eats lots of candy  xEffect  [GEN]	loses weight	1
PersonX inspects a fax  xIntent  [GEN]	to know what to say	1
PersonX spends the weekend in a canoe  xEffect  [GEN]	has a good time	1
PersonX is up-tight  xAttr  [GEN]	confident	1
PersonX encourages PersonY to be  xEffect  [GEN]	is happy that PersonY is available	1
PersonX gets accepted to a college  xAttr  [GEN]	ambitious	1
PersonX made the garden  xWant  [GEN]	to start his own garden	1
PersonX goes into the theater  xReact  [GEN]	inspired	1
PersonX has an offer to tour China  HinderedBy  [GEN]	PersonX can't fly	1
PersonX drives PersonY to the restaurant  xNeed  [GEN]	to have the car	1
PersonX buys PersonY's favorite drink  xReact  [GEN]	happy	1
PersonX seeks out advice  xWant  [GEN]	to help	1
PersonX gets up from his chair  xEffect  [GEN]	rests	1
PersonX takes PersonY back to his hotel room  xIntent  [GEN]	to be friendly with PersonY	1
PersonX brings the baby home  xIntent  [GEN]	to be a good mum	1
PersonX is watching for signs  xWant  [GEN]	to keep an eye on the situation	1
PersonX gets the answer  xIntent  [GEN]	to do a good job	1
PersonX moves to China  HinderedBy  [GEN]	PersonX is too young to travel	1
PersonX and PersonY end up together  xEffect  [GEN]	and PersonY are happy	1
PersonX gets PersonY to go  xIntent  [GEN]	to be in control	1
PersonX studies different opinions  xReact  [GEN]	smart	1
PersonX broke a window in PersonY's house  xEffect  [GEN]	has a broken window in the kitchen	1
PersonX makes a fuss about PersonY  HinderedBy  [GEN]	PersonX is afraid to get involved in PersonY	1
PersonX takes good care of himself  xEffect  [GEN]	is not depressed	1
PersonX changes clothes at home  xIntent  [GEN]	to look good on his new work	1
PersonX expects to make a lot of money  xEffect  [GEN]	makes it to the top	1
PersonX gets over her anger  HinderedBy  [GEN]	PersonX can't get over her anger	1
PersonX starts over  HinderedBy  [GEN]	PersonX can't find the money to start over	1
PersonX has a cool idea  xIntent  [GEN]	to make a difference	1
PersonX helps PersonY with her speech  xAttr  [GEN]	smart	1
PersonX opens a bookstore  xIntent  [GEN]	to have a place to store	2
PersonX is disappointed in PersonY's actions  xWant  [GEN]	to see PersonY change	1
PersonX keeps on his clothes  xReact  [GEN]	comfortable	1
PersonX reads in front of PersonY  xIntent  [GEN]	to learn from other people	2
PersonX pats the dog  xWant  [GEN]	to play with the dog	1
PersonX is kind  xIntent  [GEN]	to have a good time	1
PersonX and PersonY share an experience  xReact  [GEN]	grateful	1
PersonX dresses up for a play  xAttr  [GEN]	fashionable	1
PersonX welcomes PersonY into his home  xIntent  [GEN]	to be friendly	1
PersonX talks about PersonY's grandson  xIntent  [GEN]	to share his knowledge	1
PersonX stops taking PersonY's calls  xEffect  [GEN]	is alone	1
PersonX claims to have a child  xWant  [GEN]	to get pregnant	2
PersonX is out of his mind  HinderedBy  [GEN]	PersonX has a strong fear of being discovered	1
PersonX smashes a hole in the wall  HinderedBy  [GEN]	PersonX has a broken tool	1
PersonX studies in order to pass the exam  HinderedBy  [GEN]	PersonX can't find the homework	1
PersonX doesn't like what happened  xAttr  [GEN]	annoyed	1
PersonX decides to report a robbery  xReact  [GEN]	relieved	1
PersonX is going to have a date  xAttr  [GEN]	outgoing	1
PersonX moves to Minnesota  xAttr  [GEN]	independent	1
PersonX dresses up for a play  xWant  [GEN]	to play the viola	2
PersonX puts something into the pocket  xIntent  [GEN]	to be organized	1
PersonX is on a talk show  xEffect  [GEN]	is on TV	1
PersonX skis on fresh snow  xReact  [GEN]	happy	1
PersonX thinks a life of solitude is what he needs  xEffect  [GEN]	gets away from his problems	1
PersonX reveals everything  xIntent  [GEN]	to be noticed	1
PersonX witnesses PersonY having sex  xEffect  [GEN]	is angry	1
PersonX is disappointed in PersonY's actions  xReact  [GEN]	upset	1
PersonX takes a diploma  xAttr  [GEN]	smart	1
PersonX runs a hand over PersonY's body  xWant  [GEN]	to apologize	1
PersonX dresses in a silly outfit  xReact  [GEN]	comfortable	1
PersonX admires the scenery  xAttr  [GEN]	curious	2
PersonX does a dangerous stunt  xIntent  [GEN]	to do something dangerous	1
PersonX moves to Minnesota  xWant  [GEN]	to go to college	2
PersonX is really working  HinderedBy  [GEN]	PersonX is still on the phone	1
PersonX invites PersonY to the soccer game  xIntent  [GEN]	to see PersonY happy	1
PersonX talks about art  xWant  [GEN]	to write books	2
PersonX puts in a lot of time  xWant  [GEN]	to be the best	1
PersonX cooks a big meal  xEffect  [GEN]	is praised by his family	1
PersonX asks to be defended  xEffect  [GEN]	is defended	1
PersonX threatens to leave town  HinderedBy  [GEN]	PersonX doesn't have the courage to talk to his friends	1
PersonX gets a pat on the head from her family  HinderedBy  [GEN]	PersonX doesn't have a family	1
PersonX give someone PersonY's forgiveness  HinderedBy  [GEN]	PersonX doesn't have the strength to forgive PersonY	1
PersonX is about to marry PersonY  xEffect  [GEN]	is divorced	1
PersonX finds PersonY's jacket  xReact  [GEN]	surprised	1
PersonX decides to hurt herself  xIntent  [GEN]	to prove herself	2
PersonX has a flu  HinderedBy  [GEN]	PersonX is not sick	1
PersonX chooses not to blame  xAttr  [GEN]	self-reliant	1
PersonX welcomes a new year  xEffect  [GEN]	feels cheerful	1
PersonX has a fight with his dad  xEffect  [GEN]	is in a different room	1
PersonX uses her smart mouth  HinderedBy  [GEN]	PersonX is too shy to speak in front of others	1
PersonX and PersonY pay bills  HinderedBy  [GEN]	PersonX and PersonY don't have enough money to pay bills	1
PersonX accepts PersonX's purpose  HinderedBy  [GEN]	PersonX can't understand PersonX's purpose	1
PersonX listens to the music in PersonY's car  xNeed  [GEN]	to be listening to the radio	1
PersonX wants to be reelected  xNeed  [GEN]	to be willing to make a deal	1
PersonX begins to love PersonY  xWant  [GEN]	to kiss PersonY	1
PersonX feels someone following him  xEffect  [GEN]	gets angry	1
PersonX has an urge to run  HinderedBy  [GEN]	PersonX is afraid of running	1
PersonX buys PersonY a cell phone  xAttr  [GEN]	a philanthropist	1
PersonX hugs PersonX  xAttr  [GEN]	kind	1
PersonX's ankle hurts  xReact  [GEN]	angry	1
PersonX watched a film  xEffect  [GEN]	likes the movie	1
PersonX notices PersonY's injuries  HinderedBy  [GEN]	PersonX can't see PersonY	1
PersonX writes the blog post  xEffect  [GEN]	receives a response	1
PersonX's partner turns him in  xEffect  [GEN]	is furious	1
PersonX wanted to fight PersonY  HinderedBy  [GEN]	PersonX is afraid of conflict	1
PersonX sells apples  xWant  [GEN]	to buy a lot of apples	2
PersonX decides to fly a kite  xEffect  [GEN]	has a good time	1
PersonX has cash flow problems  xAttr  [GEN]	poor	1
PersonX performs a survey  HinderedBy  [GEN]	PersonX is not allowed to perform interviews	2
PersonX lets PersonY know about their feelings  xAttr  [GEN]	nice	1
PersonX dislikes the dictator  xEffect  [GEN]	changes his mind	1
PersonX accepts a drink  xReact  [GEN]	happy	1
PersonX finds PersonY's jacket  xIntent  [GEN]	to find PersonY's favorite jacket	1
PersonX gets out of the classroom  xNeed  [GEN]	to be upset	1
PersonX sings a song in public  xNeed  [GEN]	to be able to sing	1
PersonX has discovered enough  xIntent  [GEN]	to discover more about the world	1
PersonX stares at a woman  xEffect  [GEN]	has a crush on the woman	1
PersonX tries to protect himself  xReact  [GEN]	safe	1
PersonX crosses the equator  xIntent  [GEN]	to fly	1
PersonX makes a trip to town  xNeed  [GEN]	to be able to travel	1
PersonX gives PersonY a good report  xIntent  [GEN]	to be a good friend	1
PersonX and PersonY agree on a price  HinderedBy  [GEN]	PersonX and PersonY can't agree on price	1
PersonX tries to look important  xReact  [GEN]	confident	1
PersonX gives his love to PersonY  xAttr  [GEN]	loving	1
PersonX teaches PersonY to be polite  xIntent  [GEN]	to impress PersonY	1
PersonX listens to CD of Brazilian music  xNeed  [GEN]	to have a listening experience	1
PersonX sings a song in public  xIntent  [GEN]	to be recognized	1
PersonX reads in front of PersonY  xEffect  [GEN]	overhears PersonY's secret	1
PersonX disappears for a few minutes  xWant  [GEN]	to return	1
PersonX begs him to stop  xAttr  [GEN]	a stubborn person	2
PersonX is very good at her job  xAttr  [GEN]	hardworking	1
PersonX kills some animals  xAttr  [GEN]	aggressive	1
PersonX wants to make a good impression  xEffect  [GEN]	is respected by his friends	1
PersonX passes the test  xAttr  [GEN]	a good debater	1
PersonX puts money in the jukebox  xIntent  [GEN]	to get money	2
PersonX has a pot of soup  xReact  [GEN]	full	1
PersonX finds out PersonY's story  xWant  [GEN]	to know more	2
PersonX cries out for help  xIntent  [GEN]	to help others	2
PersonX sits down at a pub  xReact  [GEN]	relaxed	1
PersonX collects flowers for PersonY  xIntent  [GEN]	to be a good friend	1
PersonX leaves to bring personY back  xEffect  [GEN]	is thanked by personY	1
PersonX puts money in the jukebox  xEffect  [GEN]	has money	2
PersonX struggles to work  xReact  [GEN]	frustrated	1
PersonX dances awkwardly  xEffect  [GEN]	gets a little bit of flak	1
PersonX watched a film  xIntent  [GEN]	to enjoy the experience	1
PersonX participates in a parade  xEffect  [GEN]	is a winner	2
PersonX is practicing  xIntent  [GEN]	to be a good person	1
PersonX struggles to work  xAttr  [GEN]	slow	1
PersonX opens a firefighting school  xWant  [GEN]	to build a firehouse	1
PersonX completes a jigsaw puzzle  HinderedBy  [GEN]	PersonX is too tired to do it	1
PersonX can't help telling  xReact  [GEN]	disappointed	1
PersonX doesn't get love  xWant  [GEN]	to get better	1
PersonX does not smoke  xAttr  [GEN]	smart	1
PersonX wanted to fight PersonY  xIntent  [GEN]	to fight PersonY	1
