774. 	"PersonX is ""alone and grumbling""  xReact  [GEN]"	" (I'm using XRS for that) - ""If you make me sick, feel free to leave"	yes
775. 	PersonX deals with PersonY in person  HinderedBy  [GEN]	 X X [CONTRACTOR] N Edit	no
776. 	PersonX faces the press  xIntent  [GEN]	 - 3:01:00,5 (LAP) -	no
777. 	PersonX puts away his suitcase  xEffect  [GEN]	 _________________|x___________ _____ |________________|_________________|_|________________|=========================================================| =============================================================================== | Level | Monster's Strength ----------------------------------------------------------------------------- | D	no
778. 	PersonX’s friend is arrested  xReact  [GEN]	" — ""A man wanted for violating the nation's separation of powers is arrested in connection with a series of robberies"	yes
779. 	PersonX repairs an appliance  xEffect  [GEN]	" ""The machine will now repair you if you die"	no
780. 	PersonX paints a pretty picture  xNeed  [GEN]	! # [LAS]	no
781. 	PersonX demonstrates a photo  xReact  [GEN]	 shows a React component showing a list of objects (the objects are the object props in your state)	no
782. 	PersonX loses his wallet  xEffect  [GEN]	 = 1	no
783. 	PersonX found an old picture  HinderedBy  [GEN]	" [NAME] for ""Polaris""; for most of the ""s"" in the list there are also ""s"""	no
784. 	PersonX posts a note on PersonY's door  HinderedBy  [GEN]	", where ˙ is how many people you want to use the next day to meet, ""you can never meet that many people unless you have a large"	no
785. 	PersonX goes to the Halloween party  HinderedBy  [GEN]	 May 11, 2011  I was pretty busy yesterday but I'm at work so I didn't have time to go to bed or have a break	no
786. 	PersonX starts to feel sorry  xEffect  [GEN]	  [STR=HP] [HEX=#R]  [SIG=#B]  [DEF=#C]  [AC=C]  [DEF=#D]	no
787. 	PersonX speaks calmly to PersonY  xNeed  [GEN]	 / [BODY_NORMAL] [FULL_SLIDE] [APPEN] [CREATURE_MATERIAL_TEMPLATE_TYPE] [ATT	no
788. 	PersonX celebrates PersonY's success  HinderedBy  [GEN]	 4	no
789. 	PersonX drives over personY’s toes  xAttr  [GEN]	e	no
790. 	PersonX types out the proposal  xReact  [GEN]	" {:title [ 'xReact': [ 'test-modeshift' ], :description ""Hello World!"" ], :target : true } else : { :type """	no
791. 	PersonX spreads the news  xEffect  [GEN]	 xR_x_x [GEN]	no
792. 	PersonX thinks about imprisonment  xReact  [GEN]	 was trying to show how we should be trying to make the world a better place, while it's basically going to be a whole lot less effective: a whole lot less effective - because	no
793. 	PersonX kisses PersonY's mouth  xIntent  [GEN]	 [C] [CONT]	no
794. 	PersonX makes a three-point turn  HinderedBy  [GEN]	 = HinderingBy(H) HinderingIfTheTime(I) HinderingWithEliminatedBy[GEN] = HinderingWithEliminatedByE	no
795. 	PersonX contributes to household tasks  xWant  [GEN]	 ________ [STRAT] _________________ [POWER] [SPEECH] [WILL] [EVIL] =========================== (See #9 on this page	no
796. 	PersonX is a big talker  xEffect  [GEN]		no
797. 	PersonX tells PersonY about his son  xAttr  [GEN]		no
798. 	PersonX explores PersonY’s body  xIntent  [GEN]	 xGen    	no
799. 	PersonX participates in a talent show  xNeed  [GEN]	 (http://www	no
800. 	PersonX makes a reasonable suggestion  xAttr  [GEN]	 [SK] > (F2 * 1)	no
801. 	PersonX accepts a dinner invitation from PersonY  xAttr  [GEN]	 (DATE, 1) xAttr_v1 [GEN] = [TOBE 1, YER 1 YER 1 ] 2 xAttr	no
802. 	PersonX announces his party  xIntent  [GEN]	 ____[X] ____[X] [A1_4] [A2_4] *** [A3_1] [A4_1] *** [	no
803. 	PersonX heads into the room  xReact  [GEN]	 1_2 and walks over to the side of the room 2 2 [GEN] 3 2 1 3 2 3 1 [GEN] 1 3 2 1 3 1 0 ] 3	no
804. 	PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	 - [WITNESSED] - [COMMENDED]	no
805. 	PersonX is sharp  xIntent  [GEN]	 * int xM = 3 * xM - int i	no
806. 	PersonX runs 10 miles  xAttr  [GEN]		no
807. 	PersonX attends an international congress  xReact  [GEN]		no
808. 	PersonX helps PersonY choose a site  xNeed  [GEN]	" =?""/"" ""XIs/XIs"": {{GEN"	no
809. 	PersonX looks at PersonY's eyes  xIntent  [GEN]	 [PROP] xIntent <0	no
810. 	PersonX notices a white butterfly  xEffect  [GEN]	 (XName) xNameX	no
811. 	PersonX destroys some electronics  xAttr  [GEN]	 XAttrX xAttack  [EIN] xAttrX Attack, Attack, Attack xAttribute XAttrLX xAttrX L, xAttrX	no
812. 	PersonX bought a cake  xEffect  [GEN]		no
813. 	PersonX posts it on the Internet  xAttr  [GEN]	 Posts: 734	no
814. 	PersonX takes an architectural tour  HinderedBy  [GEN]	 with my friends on Wednesday 10am - 3pm at the studio to hear about the new features coming to H&S	no
815. 	PersonX recognizes PersonY's wishes  xEffect  [GEN]	 X Effect  [GEN] X Attack x2 x1 x1 x1 x1 / x x (2 + 2) x2 x1 x1 x1 x1	no
816. 	PersonX decides to go to the park  xIntent  [GEN]	" xIntent xIntent == ""You should go somewhere else"" xIntent xIntent xIntent xIntent xIntent xIntent xInt"	no
817. 	PersonX attends class  xIntent  [GEN]	 is not set to TRUE [GEN] or Y [GEN] The value is not set	no
818. 	PersonX decides to be generous  xIntent  [GEN]	 is set to xIntent 	no
819. 	PersonX meets two new friends  xAttr  [GEN]	 and iHAT [iG]	no
820. 	PersonX suggests alternative  HinderedBy  [GEN]	 (i	no
821. 	PersonX agrees to move in with PersonY  xAttr  [GEN]		no
822. 	PersonX posts on PersonY's journal  xAttr  [GEN]	 [ID]	no
823. 	PersonX runs on a treadmill  xAttr  [GEN]	 <XAttr> Yes * [GEN] <M	no
824. 	PersonX does drugs  xReact  [GEN]	 gosgofall	no
825. 	PersonX gets really mad  xEffect  [GEN]		no
826. 	PersonX reads the next chapter  xReact  [GEN]	 is a bit tricky for us to understand	yes
827. 	PersonX faints in PersonY's presence  xReact  [GEN]	 == xX	no
828. 	PersonX does not like to show anger  xAttr  [GEN]	 XT	no
829. 	PersonX kisses PersonY on the cheek  xReact  [GEN]	 xEttership [SENTRY]	no
830. 	PersonX cleans up the leaves  xIntent  [GEN]	 [EX] xEx	no
831. 	PersonX adopts a child  HinderedBy  [GEN]	 H3:30:21	no
832. 	PersonX loses her suitcase  xReact  [GEN]		no
833. 	PersonX reacts to police officer  xWant  [GEN]	, saying     'I am an innocent person	yes
834. 	PersonX loses her fortune  xWant  [GEN]		no
835. 	PersonX has a nightmare about what PersonY said  xWant  [GEN]	 to	no
836. 	PersonX tells PersonY to stop  xIntent  [GEN]	x	no
837. 	PersonX edits PersonY's manuscript  HinderedBy  [GEN]	  [TRANSFER] [MUTATION]  [REVIEW	no
838. 	PersonX avoids taking action  xReact  [GEN]	 (xReact is used by Gen 3	no
839. 	PersonX really loses it  xAttr  [GEN]	 [RTS] [MOVE] [SPACE] [SPACE] [RESOURCES] [LICENSE] [KEEP_IN_COUNTER]	no
840. 	PersonX helps person Y with his work  xIntent  [GEN]	 is not enough on y	no
841. 	PersonX has a reputation for philanthropy  xWant  [GEN]	 is a great way of connecting with other people at a time where a lot of those people are struggling	yes
842. 	PersonX shows PersonY something  xEffect  [GEN]	 and says something else as expected	no
843. 	PersonX found PersonY annoying  xWant  [GEN]	 xJust xJust 2 7 (Lets face it, I'm not doing this by myself or one of them with it) xLike PersonY  xLike PersonX xLike	no
844. 	PersonX and PersonY have good chemistry  xReact  [GEN]	 xReact	no
845. 	PersonX values PersonY’s relationship  xEffect  [GEN]	Value	no
0	PersonX can't believe what he or she sees  HinderedBy  [GEN]	" ""If ""gen"" has three or more of ""engagement"" options, then they'll be ""engaged"" in the current conversation"	no
846. 	PersonX can clearly grasp it  xAttr  [GEN]	 (or just use xAttr ) can be done in almost any direction	no
847. 	PersonX tells PersonY to keep it down  xIntent  [GEN]	" = 2 xIntent ( ""x[1]"", Person )"	no
848. 	PersonX launches the business  HinderedBy  [GEN]		no
849. 	PersonX maintains a high learning rate  HinderedBy  [GEN]	" : ""HeditatedWith"",[GEN] : ""Hybrid"",[GEN] : ""Navy"",[GEN] : ""Navy"","	no
850. 	PersonX posts his thoughts online  HinderedBy  [GEN]	 is here	no
851. 	PersonX and PersonY form a partnership  xIntent  [GEN]	xIntentx = xIntentx	no
852. 	PersonX tries something he or she has never done before  xAttr  [GEN]	 [HOPPER] [COMPANY] [PROFIT] [CONGRESS] XAttrAttr [YOUR OWN] Att	no
853. 	PersonX is a professor of psychology  HinderedBy  [GEN]		no
854. 	PersonX agrees to the contract  xIntent  [GEN]	 X, [GEN] X, X [GEN] X, xIntent [GEN] X, [GEN] X, X [GEN] X [GEN] X,	no
855. 	PersonX was disappointed in PersonY  xEffect  [GEN]	 : I have noticed that you can only have 15 or twenty people at a time	no
856. 	PersonX stops a bomb from going off  HinderedBy  [GEN]	 - ୧༼୨ bing [̲̅рͦ̅] has left the game	no
857. 	PersonX is about to go somewhere  xAttr  [GEN]	 is not here or is in the middle of nowhere	yes
858. 	PersonX introduces PersonY to the correct date  xReact  [GEN]	 to create the correct calendar date	yes
859. 	PersonX sings in a band  xWant  [GEN]	 and says that he could use some support at the bottom if he wanted	no
860. 	PersonX makes a bargain  xWant  [GEN]	 : When a person has agreed to work together on projects, he may make a deal xShare  [GEN] : Deal xShare  [GEN] is the number of shares available,	no
861. 	PersonX does not want to drink  xEffect  [GEN]	 ------------------------- [Y] ------------------------- Effect     --------------- (1	no
862. 	PersonX takes things literally  xWant  [GEN]	 is for everybody (just people) to find out what's going on and what to listen to	no
863. 	PersonX is made a partner  xEffect  [GEN]	 (with xType ) | [GEN] -- xEffect-type | xEffect-type-attribute xEffect-type-attribute xEffect-type xEffect-type xEffect	no
864. 	PersonX says no to a drink  xAttr  [GEN]	 n xattr  (1) Attr, t/T/O Attr, t xattr  xattr  xattr, l xatt	no
865. 	PersonX likes both of these examples  xIntent  [GEN]	 0 0 0 xIntent xIntent	no
866. 	PersonX pulls the car over  xAttr  [GEN]	 can be used for this to create a new attribute	no
867. 	PersonX visits with a feeling of reunion  xNeed  [GEN]	 xNeeds [GEN] xNeeds [Gen] xNeeds [Gen] 1	no
868. 	PersonX stays for coffee  HinderedBy  [GEN]	 is in its infancy, but has built many skills so as to increase its influence, and in other aspects too	no
869. 	PersonX dresses as Batman  xReact  [GEN]	 __________________________ [ ] __________________ [ ] __________________ [ ] __________________ [ ] __________________ [ ] __________________ [ ] __________________ [ ] ________________	no
870. 	PersonX wants PersonY to know  xAttr  [GEN]	  to  [YATTR] when the name is shown in the box	no
871. 	PersonX agrees to testify against PersonY  xNeed  [GEN]	, which is determined by the following equation: x -> x < 2, where 2 = 1 for each x, 2, and 3 in {X,Y,Z}	no
872. 	PersonX is constantly excited  xEffect  [GEN]	 ____________________________________________________________________________ | /---------------------------- / | Name: D-X-Z | | Location: X-Zone | | Health: 0 | MP: 20 | Ranged Defense:	no
873. 	"PersonX is ""alone and grumbling""  xReact  [GEN]"	" (I'm using XRS for that) - ""If you make me sick, feel free to leave"	yes
874. 	PersonX deals with PersonY in person  HinderedBy  [GEN]	 X X [CONTRACTOR] N Edit	no
875. 	PersonX faces the press  xIntent  [GEN]	 - 3:01:00,5 (LAP) -	no
876. 	PersonX puts away his suitcase  xEffect  [GEN]	 _________________|x___________ _____ |________________|_________________|_|________________|=========================================================| =============================================================================== | Level | Monster's Strength ----------------------------------------------------------------------------- | D	no
877. 	PersonX’s friend is arrested  xReact  [GEN]	" — ""A man wanted for violating the nation's separation of powers is arrested in connection with a series of robberies"	yes
878. 	PersonX repairs an appliance  xEffect  [GEN]	" ""The machine will now repair you if you die"	no
879. 	PersonX paints a pretty picture  xNeed  [GEN]	! # [LAS]	no
880. 	PersonX demonstrates a photo  xReact  [GEN]	 shows a React component showing a list of objects (the objects are the object props in your state)	no
881. 	PersonX loses his wallet  xEffect  [GEN]	 = 1	no
882. 	PersonX found an old picture  HinderedBy  [GEN]	" [NAME] for ""Polaris""; for most of the ""s"" in the list there are also ""s"""	no
883. 	PersonX posts a note on PersonY's door  HinderedBy  [GEN]	", where ˙ is how many people you want to use the next day to meet, ""you can never meet that many people unless you have a large"	no
884. 	PersonX goes to the Halloween party  HinderedBy  [GEN]	 May 11, 2011  I was pretty busy yesterday but I'm at work so I didn't have time to go to bed or have a break	no
885. 	PersonX starts to feel sorry  xEffect  [GEN]	  [STR=HP] [HEX=#R]  [SIG=#B]  [DEF=#C]  [AC=C]  [DEF=#D]	no
886. 	PersonX speaks calmly to PersonY  xNeed  [GEN]	 / [BODY_NORMAL] [FULL_SLIDE] [APPEN] [CREATURE_MATERIAL_TEMPLATE_TYPE] [ATT	no
887. 	PersonX celebrates PersonY's success  HinderedBy  [GEN]	 4	no
888. 	PersonX drives over personY’s toes  xAttr  [GEN]	e	no
889. 	PersonX types out the proposal  xReact  [GEN]	" {:title [ 'xReact': [ 'test-modeshift' ], :description ""Hello World!"" ], :target : true } else : { :type """	no
890. 	PersonX spreads the news  xEffect  [GEN]	 xR_x_x [GEN]	no
891. 	PersonX thinks about imprisonment  xReact  [GEN]	 was trying to show how we should be trying to make the world a better place, while it's basically going to be a whole lot less effective: a whole lot less effective - because	no
892. 	PersonX kisses PersonY's mouth  xIntent  [GEN]	 [C] [CONT]	no
893. 	PersonX makes a three-point turn  HinderedBy  [GEN]	 = HinderingBy(H) HinderingIfTheTime(I) HinderingWithEliminatedBy[GEN] = HinderingWithEliminatedByE	no
894. 	PersonX contributes to household tasks  xWant  [GEN]	 ________ [STRAT] _________________ [POWER] [SPEECH] [WILL] [EVIL] =========================== (See #9 on this page	no
895. 	PersonX is a big talker  xEffect  [GEN]		no
896. 	PersonX tells PersonY about his son  xAttr  [GEN]		no
897. 	PersonX explores PersonY’s body  xIntent  [GEN]	 xGen    	no
898. 	PersonX participates in a talent show  xNeed  [GEN]	 (http://www	no
899. 	PersonX makes a reasonable suggestion  xAttr  [GEN]	 [SK] > (F2 * 1)	no
900. 	PersonX accepts a dinner invitation from PersonY  xAttr  [GEN]	 (DATE, 1) xAttr_v1 [GEN] = [TOBE 1, YER 1 YER 1 ] 2 xAttr	no
901. 	PersonX announces his party  xIntent  [GEN]	 ____[X] ____[X] [A1_4] [A2_4] *** [A3_1] [A4_1] *** [	no
902. 	PersonX heads into the room  xReact  [GEN]	 1_2 and walks over to the side of the room 2 2 [GEN] 3 2 1 3 2 3 1 [GEN] 1 3 2 1 3 1 0 ] 3	no
903. 	PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	 - [WITNESSED] - [COMMENDED]	no
904. 	PersonX is sharp  xIntent  [GEN]	 * int xM = 3 * xM - int i	no
905. 	PersonX runs 10 miles  xAttr  [GEN]		no
906. 	PersonX attends an international congress  xReact  [GEN]		no
907. 	PersonX helps PersonY choose a site  xNeed  [GEN]	" =?""/"" ""XIs/XIs"": {{GEN"	no
908. 	PersonX looks at PersonY's eyes  xIntent  [GEN]	 [PROP] xIntent <0	no
909. 	PersonX notices a white butterfly  xEffect  [GEN]	 (XName) xNameX	no
910. 	PersonX destroys some electronics  xAttr  [GEN]	 XAttrX xAttack  [EIN] xAttrX Attack, Attack, Attack xAttribute XAttrLX xAttrX L, xAttrX	no
911. 	PersonX bought a cake  xEffect  [GEN]		no
912. 	PersonX posts it on the Internet  xAttr  [GEN]	 Posts: 734	no
913. 	PersonX takes an architectural tour  HinderedBy  [GEN]	 with my friends on Wednesday 10am - 3pm at the studio to hear about the new features coming to H&S	no
914. 	PersonX recognizes PersonY's wishes  xEffect  [GEN]	 X Effect  [GEN] X Attack x2 x1 x1 x1 x1 / x x (2 + 2) x2 x1 x1 x1 x1	no
915. 	PersonX decides to go to the park  xIntent  [GEN]	" xIntent xIntent == ""You should go somewhere else"" xIntent xIntent xIntent xIntent xIntent xIntent xInt"	no
916. 	PersonX attends class  xIntent  [GEN]	 is not set to TRUE [GEN] or Y [GEN] The value is not set	no
917. 	PersonX decides to be generous  xIntent  [GEN]	 is set to xIntent 	no
918. 	PersonX meets two new friends  xAttr  [GEN]	 and iHAT [iG]	no
919. 	PersonX suggests alternative  HinderedBy  [GEN]	 (i	no
920. 	PersonX agrees to move in with PersonY  xAttr  [GEN]		no
921. 	PersonX posts on PersonY's journal  xAttr  [GEN]	 [ID]	no
922. 	PersonX runs on a treadmill  xAttr  [GEN]	 <XAttr> Yes * [GEN] <M	no
923. 	PersonX does drugs  xReact  [GEN]	 gosgofall	no
924. 	PersonX gets really mad  xEffect  [GEN]		no
925. 	PersonX reads the next chapter  xReact  [GEN]	 is a bit tricky for us to understand	yes
926. 	PersonX faints in PersonY's presence  xReact  [GEN]	 == xX	no
927. 	PersonX does not like to show anger  xAttr  [GEN]	 XT	no
928. 	PersonX kisses PersonY on the cheek  xReact  [GEN]	 xEttership [SENTRY]	no
929. 	PersonX cleans up the leaves  xIntent  [GEN]	 [EX] xEx	no
930. 	PersonX adopts a child  HinderedBy  [GEN]	 H3:30:21	no
931. 	PersonX loses her suitcase  xReact  [GEN]		no
932. 	PersonX reacts to police officer  xWant  [GEN]	, saying     'I am an innocent person	yes
933. 	PersonX loses her fortune  xWant  [GEN]		no
934. 	PersonX has a nightmare about what PersonY said  xWant  [GEN]	 to	no
935. 	PersonX tells PersonY to stop  xIntent  [GEN]	x	no
936. 	PersonX edits PersonY's manuscript  HinderedBy  [GEN]	  [TRANSFER] [MUTATION]  [REVIEW	no
937. 	PersonX avoids taking action  xReact  [GEN]	 (xReact is used by Gen 3	no
938. 	PersonX really loses it  xAttr  [GEN]	 [RTS] [MOVE] [SPACE] [SPACE] [RESOURCES] [LICENSE] [KEEP_IN_COUNTER]	no
939. 	PersonX helps person Y with his work  xIntent  [GEN]	 is not enough on y	no
940. 	PersonX has a reputation for philanthropy  xWant  [GEN]	 is a great way of connecting with other people at a time where a lot of those people are struggling	yes
941. 	PersonX shows PersonY something  xEffect  [GEN]	 and says something else as expected	no
942. 	PersonX found PersonY annoying  xWant  [GEN]	 xJust xJust 2 7 (Lets face it, I'm not doing this by myself or one of them with it) xLike PersonY  xLike PersonX xLike	no
943. 	PersonX and PersonY have good chemistry  xReact  [GEN]	 xReact	no
944. 	PersonX values PersonY’s relationship  xEffect  [GEN]	Value	no
0	PersonX finds and turns on the lights  HinderedBy  [GEN]	 (C2): Caught in a power struggle at the start, this is where you can lose track	no
945. 	PersonX stops someone from leaving  xAttr  [GEN]	 xAttr / = 1	no
946. 	PersonX is bent on making money  xIntent  [GEN]	 is not willing to make this up	no
947. 	PersonX explains a feeling  xEffect  [GEN]		no
948. 	PersonX joins her employer  xReact  [GEN]	 to help her find her new home, at the end of which is to show her her new body	no
949. 	PersonX ends her engagement  xEffect  [GEN]	=5 [DV]=10 xEffect=5 [DV]=15 xEffect=5 [X]=0 [X]=0 [X]=5 [	no
950. 	PersonX cancels the festival  xReact  [GEN]	 : cancels XReact (from XReact)	no
951. 	PersonX loves flowers  xReact  [GEN]		no
952. 	PersonX demonstrates a new golf swing  xNeed  [GEN]	 :	no
953. 	PersonX blocks his foot  xEffect  [GEN]	 The result of the xEffect	no
954. 	PersonX is careless in sending a letter  xReact  [GEN]	" on Facebook, but when one does not respond or responds to text messages, someone could actually get more than 20x the amount of ""fear"" as a result"	no
955. 	PersonX offers a peace-making gift  HinderedBy  [GEN]		no
956. 	PersonX receives a job promotion  xNeed  [GEN]		no
957. 	PersonX blocks PersonY's Facebook account  xIntent  [GEN]	 # Block xIntent, then [GENX] # Block xIntent and Block xIntent	no
958. 	PersonX discusses an issue with PersonY  HinderedBy  [GEN]	, who then took issue with the lack of communication	yes
959. 	PersonX keeps in contact with PersonY  xEffect  [GEN]	 [ACTES] __________________________	no
960. 	PersonX makes a play  xReact  [GEN]		no
961. 	PersonX takes up painting  xReact  [GEN]		no
962. 	PersonX loses the argument  xReact  [GEN]	 [futility] [tactics / ethics / ethics/reality] {s/he} [futility] {s/he} vv [gen]	no
963. 	PersonX flosses teeth  xEffect  [GEN]	 [SPELL] Dragon Ball Xenoverse  Movesets [F2P] Ability Moveset -------- Level - [P] Skill Move Type -- -------------------------- Dragon Ball - Egg	no
964. 	PersonX touches up the living room  xReact  [GEN]	 [X] [X][X][X][X][X] [Gen] [-XX][XX][XX][XX][XX][XX][XX][XX]] =	no
965. 	PersonX gets in the driver's seat  xReact  [GEN]	" ""Fantasies"" = 1 ""Nova"" [GEN] ""Nova"" [GEN] xReact  xReact  xReact "	no
966. 	PersonX follows PersonY’s every move  xIntent  [GEN]	 X X Y Z [GEN] [Y] Y Z Y Z [Y] [Z] [W] [D] D D D D [D	no
967. 	PersonX contemplates human nature  HinderedBy  [GEN]		no
968. 	PersonX is saving his money  xIntent  [GEN]		no
969. 	PersonX wants to change his way of life  xReact  [GEN]	 https://twitter	no
970. 	PersonX kept her promise  xReact  [GEN]	" ""Yes, I will"	yes
971. 	PersonX is a conscientious student  xIntent  [GEN]	 : a student who considers himself the first person in the world to get better, if others have the will to accept him	no
972. 	PersonX wishes for strength  xReact  [GEN]	 has not been tested with xReact	no
973. 	PersonX and PersonY are punished  xAttr  [GEN]	 xAttribute   xAbility  xItem  xAttributeValue x (a bit too lenient) xAttributeValue (A little or very lenient) xAttributeValue	no
974. 	PersonX is back in touch with PersonY  xEffect  [GEN]	 : [GEN] Person is at full health	no
975. 	PersonX seeks an audience  xIntent  [GEN]	 - X is an expression with five main arguments	no
976. 	PersonX is one of PersonY's children  xAttr  [GEN]	 xL yAttr [MAX SPEAKS] / / / x	no
977. 	PersonX gets a job in town  xAttr  [GEN]	 - [LINKING - [MISC] ] [CONT]	no
978. 	PersonX finds it rather hot  xWant  [GEN]	 [MISC]] [MISSING] [KNEET] 1	no
979. 	PersonX does not speak  xIntent  [GEN]	 [NUMBERS] xStrategy_UnitNum_Strategy_UnitNum_Strategy_UnitNum_Strategy_UnitNum_Strategy_UnitNum_Str	no
980. 	PersonX learns to control her emotions  xEffect  [GEN]	 Increases the target's morale Effect x[STC] Increases the target's STR and DEX by 25 at all times Effects x[CLG] Increases the target's Charisma and	no
981. 	PersonX never wants to hear that joke again  xEffect  [GEN]	 == [GENX]	no
982. 	PersonX swims in the rain  xIntent  [GEN]	 = [Y] xIntent = Y xIntent xIntent xIntent yIntent yIntent yIntent [EXIT] xIntent -	no
983. 	PersonX understands why PersonY did what she did  xAttr  [GEN]	 0  [GEN] 0 x[Gen, 2] 2 - [G, 3] 3 - [G, 4] 4 - [G, 5	no
984. 	PersonX repairs the window  xNeed  [GEN]	  Type  Name (0x0) xRequired  Type xType xRequired xRequired	no
985. 	PersonX loses a project  xWant  [GEN]	 [X>10] | [GEN] [X-x]]	no
986. 	PersonX believes in the freedom of choice  xReact  [GEN]	" xReact = <=> <=> ""No, you won't lose"	no
987. 	PersonX has fun with PersonY's children  xReact  [GEN]	    ; 2) The final one for that one is probably better, but you should still follow its logic:	no
988. 	PersonX remembers a time PersonY got on her nerves  xReact  [GEN]	 X-IV  [Gen] X-V3  [Gen] X-Y2 | [Gen] X-Y4  [Gen]	no
989. 	PersonX tries to steal money  xWant  [GEN]		no
990. 	PersonX wanted to be a firefighter  xEffect  [GEN]	 - Changed to default character name	no
991. 	PersonX jumps in with both feet  xWant  [GEN]	 <>  x (X wants to shoot up at the target, which can take a shot, or use your momentum to move the enemy into a crouch or crouch position	no
992. 	PersonX earns a dollar an hour  HinderedBy  [GEN]	 to add your time (and to get you to that next point [2:50])	no
993. 	PersonX lives by a schedule  xIntent  [GEN]	 * @: @(@) @@ (P2SH) :: [_][] ~ [_][]: Intent, : : Intent, : Intent,	no
0	PersonX has some problems  xEffect  [GEN]	is depressed	yes
994. 	PersonX dances at the party  xReact  [GEN]	relaxed	yes
995. 	PersonX and PersonY live nearby  xReact  [GEN]	safe	yes
996. 	PersonX thinks of someone else's bad decision  xReact  [GEN]	upset	yes
997. 	PersonX finds a role model  HinderedBy  [GEN]	PersonX can't find a good role model	yes
998. 	PersonX gets more equipment  xEffect  [GEN]	is amazed by the equipment	yes
999. 	PersonX helps people  xReact  [GEN]	inspired	yes
1000. 	PersonX murders his stepfather  xEffect  [GEN]	is arrested	yes
1001. 	PersonX becomes more environmentally friendly  xIntent  [GEN]	to be environmentally friendly	yes
1002. 	PersonX starts to read a book  HinderedBy  [GEN]	PersonX is afraid to read	yes
1003. 	PersonX tries to outsmart PersonY  xNeed  [GEN]	to have a positive attitude	yes
1004. 	PersonX tells PersonY he thinks the plan is rubbish  xNeed  [GEN]	to be confident about the plan	yes
1005. 	PersonX asks PersonY about ...  xReact  [GEN]	curious	yes
1006. 	PersonX lies about his name  xAttr  [GEN]	deceptive	yes
1007. 	PersonX tells PersonY they need to talk  HinderedBy  [GEN]	PersonX is too shy to talk to PersonY	yes
1008. 	PersonX's father is inconsiderate  xEffect  [GEN]	's father is not a nice person	yes
1009. 	PersonX becomes delighted  xReact  [GEN]	happy	yes
1010. 	PersonX is in a war  HinderedBy  [GEN]	PersonX is in the hospital	yes
1011. 	PersonX says 'I love you'  xIntent  [GEN]	to be close to her	yes
1012. 	PersonX has a financial setback  xWant  [GEN]	to make more money	yes
1013. 	PersonX finds the right way  xAttr  [GEN]	talented	yes
1014. 	PersonX is hard at work  xIntent  [GEN]	to be productive	yes
1015. 	PersonX loses their coat  xWant  [GEN]	to get a new coat	yes
1016. 	PersonX dreams about her child  HinderedBy  [GEN]	PersonX is afraid of being touched	no
1017. 	PersonX plans to surprise PersonY with a gift  xAttr  [GEN]	romantic	yes
1018. 	PersonX has to do something for PersonY  xIntent  [GEN]	to get PersonY's attention	yes
1019. 	PersonX is unqualified  xEffect  [GEN]	is rejected	yes
1020. 	PersonX beats PersonY in bowling  xEffect  [GEN]	is celebrated	yes
1021. 	PersonX observes PersonY talking  xReact  [GEN]	interested	yes
1022. 	PersonX writes about a canoe trip  xAttr  [GEN]	adventurous	yes
1023. 	PersonX turns off a machine  xAttr  [GEN]	reliable	yes
1024. 	PersonX spends 20 years in prison  xReact  [GEN]	ashamed	yes
1025. 	PersonX packs everything  xReact  [GEN]	satisfied	yes
1026. 	PersonX looks upon the sunrise  xReact  [GEN]	refreshed	yes
1027. 	PersonX translates a book for PersonY  HinderedBy  [GEN]	PersonX is not allowed to translate	yes
1028. 	PersonX sends a condolence card  xEffect  [GEN]	is thanked by the family	yes
1029. 	PersonX breaks an object  xReact  [GEN]	frustrated	yes
1030. 	PersonX offers to be a supervisor  xAttr  [GEN]	assertive	yes
1031. 	PersonX writes the story of a life  xEffect  [GEN]	is happy	yes
1032. 	PersonX reads all of PersonY's books  xReact  [GEN]	inspired	yes
1033. 	PersonX finds out about a murder  xEffect  [GEN]	is saddened	yes
1034. 	PersonX and PersonY continue  xEffect  [GEN]	and PersonY are friends	yes
1035. 	PersonX tells PersonY the secret to success  xIntent  [GEN]	PersonY to succeed	yes
1036. 	PersonX enjoys the house  xReact  [GEN]	peaceful	yes
1037. 	PersonX rides a skateboard  xReact  [GEN]	excited	yes
1038. 	PersonX has a complex about his body  xReact  [GEN]	confused	yes
1039. 	PersonX talks to the psychiatrist  xIntent  [GEN]	to calm down	yes
1040. 	PersonX gets ready for the big game  xAttr  [GEN]	athletic	yes
1041. 	PersonX beats the living crap out of PersonY  xEffect  [GEN]	is happy	yes
1042. 	PersonX delivers  xIntent  [GEN]	to be a good friend	no
1043. 	PersonX remembers the concert  xReact  [GEN]	happy	yes
1044. 	PersonX falls asleep in front of TV  xReact  [GEN]	sleepy	yes
1045. 	PersonX learns to use a PC  HinderedBy  [GEN]	PersonX can't get into a computer	yes
1046. 	PersonX has a few hobbies  HinderedBy  [GEN]	PersonX is a busybody	no
1047. 	PersonX waits to see how the chips fall  xIntent  [GEN]	to know how the chips will fall	yes
1048. 	PersonX moves closer  xIntent  [GEN]	to get closer to PersonY	yes
1049. 	PersonX polishes the toy  xAttr  [GEN]	good at fixing things	yes
1050. 	PersonX tells PersonY to watch the clock  xWant  [GEN]	to hear the alarm	yes
