PersonX dons safety goggles  xNeed  [GEN]	to be wearing the goggles	yes
PersonX wishes he hadn't gone to the beach  xReact  [GEN]	angry	no
PersonX recognizes something  HinderedBy  [GEN]	PersonX doesn't understand	yes
PersonX puts a book on the shelf  HinderedBy  [GEN]	PersonX is afraid of books	no
PersonX changes into clothes  xEffect  [GEN]	becomes thinner	no
PersonX acts like a horseâs ass  xAttr  [GEN]	mean	yes
PersonX buys a cheeseburger  xIntent  [GEN]	to eat healthy	yes
PersonX receives a surprise  xEffect  [GEN]	learns a lesson	yes
PersonXâs attitude to something has changed  HinderedBy  [GEN]	PersonX is still bitter about something	no
PersonX talks to PersonY's mom  xEffect  [GEN]	learns about PersonY's relationship with her mother	no
PersonX ran into PersonY in town  xWant  [GEN]	to hang out with PersonY	yes
PersonX discovers PersonY's betrayal  xWant  [GEN]	to get PersonY back	yes
PersonX uses the bike  xEffect  [GEN]	gets a bike	yes
PersonX accepts PersonY's greetings  xAttr  [GEN]	polite	yes
PersonX changes one's mind  xIntent  [GEN]	to be independent	yes
PersonX makes fun of self  xIntent  [GEN]	to be noticed	yes
PersonX wants to sleep with PersonY  HinderedBy  [GEN]	PersonX is afraid of PersonY	yes
PersonX finds a victim  xAttr  [GEN]	brave	no
PersonX buys a fancy car  xWant  [GEN]	to own a bigger car	yes
PersonX read a book by Michael Connelly  xEffect  [GEN]	gets interested in art	no
PersonX brings it all together  HinderedBy  [GEN]	PersonX can't find a solution	yes
PersonX reconciles with her mother  xEffect  [GEN]	and her mother are happy	yes
PersonX sees his neighbor's house on fire  xEffect  [GEN]	gets sick	no
PersonX tries to jump over a ditch  xNeed  [GEN]	to be able to jump over a ditch	no
PersonX makes a public statement  HinderedBy  [GEN]	PersonX is too shy to speak out	yes
PersonX puts on PersonYâs socks  xIntent  [GEN]	to be nice to PersonY	yes
PersonX decides to invest in stocks  xReact  [GEN]	excited	yes
PersonX gets on the inside of PersonY  xIntent  [GEN]	to be close to PersonY	yes
PersonX studies personYâs mannerisms  xIntent  [GEN]	to understand personY	yes
PersonX notices item  xReact  [GEN]	interested	yes
PersonX sends mail to a constituent  xAttr  [GEN]	polite	yes
PersonX gets humiliated  xEffect  [GEN]	is yelled at	yes
PersonX has found PersonYâs knife  xAttr  [GEN]	smart	yes
PersonX invites PersonY to the concert  xAttr  [GEN]	friendly	yes
PersonX enters a lesbian bar  xReact  [GEN]	excited	yes
PersonX goes somewhere nice  HinderedBy  [GEN]	PersonX can't afford to go anywhere	yes
PersonX offers the food  HinderedBy  [GEN]	PersonX is too busy to eat	yes
PersonX rips off PersonY's head  xIntent  [GEN]	to get revenge on PersonY	yes
PersonX is fortunate  xEffect  [GEN]	is a good friend	yes
PersonX pulls a knife on PersonY  xAttr  [GEN]	violent	yes
PersonX has a horrible nightmare  xWant  [GEN]	to wake up	yes
PersonX chooses to remain silent  xIntent  [GEN]	to avoid any scandal	yes
PersonX enjoys vacations  xEffect  [GEN]	is happier	yes
PersonX became a captain  HinderedBy  [GEN]	PersonX doesn't know how to play the game	yes
PersonX shares his ideas  HinderedBy  [GEN]	PersonX is too shy to share his ideas	yes
PersonX has seen better days  xEffect  [GEN]	is in love	no
PersonX is in deep trouble  xReact  [GEN]	angry	yes
PersonX asks a person related to PersonY  xEffect  [GEN]	gets the information	yes
PersonX writes a short note to PersonY  xEffect  [GEN]	receives a response	yes
PersonX tells PersonY the problem  xAttr  [GEN]	honest	yes
PersonX remembers being pushed  xWant  [GEN]	to get stronger	yes
PersonX speaks to the class  HinderedBy  [GEN]	PersonX is sick	yes
PersonX thinks about a scientific issue  HinderedBy  [GEN]	PersonX is too busy to think about science	yes
PersonX loses a race  xEffect  [GEN]	is sad	yes
PersonX joins the Daughters of the Republic of Texas  xReact  [GEN]	important	yes
PersonX attends to details  xAttr  [GEN]	kind	yes
PersonX's father praises PersonX  xWant  [GEN]	to be liked by his father	no
PersonX remains in place  xReact  [GEN]	trapped	yes
PersonX is building a house  xAttr  [GEN]	ambitious	yes
PersonX fails in winning PersonY's heart  xNeed  [GEN]	to ask PersonY out	yes
PersonX makes a movie about it  xEffect  [GEN]	is liked by his peers	no
PersonX leaves behind the past  xReact  [GEN]	sad	yes
PersonX closes a window  xIntent  [GEN]	to protect the garden	no
PersonX sits at the computer  xIntent  [GEN]	to get a better look at the situation	no
PersonX asks to move in  xIntent  [GEN]	to live in Florida	yes
PersonX posts a video online  xNeed  [GEN]	to have video-game-related interests	yes
PersonX confesses his love for PersonY  HinderedBy  [GEN]	PersonX is still mad at PersonY	no
PersonX maintains the friendship  xEffect  [GEN]	feels closer to Becky	no
PersonX behaves like a buddy  xWant  [GEN]	to spend more time with his friends	no
PersonX casts out  HinderedBy  [GEN]	PersonX is afraid to cast out	no
PersonX got there before PersonY  xEffect  [GEN]	got there	yes
PersonX and PersonY start over  xWant  [GEN]	to be more successful	no
PersonX sings in the shower  xAttr  [GEN]	nice	no
PersonX will save the world  xIntent  [GEN]	to be on the world stage	no
PersonX returns to the country after four years  HinderedBy  [GEN]	PersonX is still recovering from his illness	no
PersonX and PersonY pack  xIntent  [GEN]	to leave	no
PersonX fights to be free  xNeed  [GEN]	to want to be free	no
PersonX bought a house  xIntent  [GEN]	to make money	no
PersonX sets up a booth  HinderedBy  [GEN]	PersonX can't find the tools	yes
PersonX survives in the environment  xReact  [GEN]	relaxed	yes
PersonX gets everyone into trouble  xIntent  [GEN]	to get everyone into trouble	yes
PersonX discovers an important clue  HinderedBy  [GEN]	PersonX can't find the clue	no
PersonX wants to get through the day  xIntent  [GEN]	to be free	no
PersonX teaches personY not to steal  xReact  [GEN]	encouraged	no
PersonX gives a telephone message to Mary  HinderedBy  [GEN]	PersonX is too busy to talk to Mary	yes
PersonX becomes a person who attacks others  xNeed  [GEN]	to have a violent personality	yes
PersonX keeps the cat  xAttr  [GEN]	caring	yes
PersonX learns to talk  xReact  [GEN]	confident	no
PersonX reads the last paper  HinderedBy  [GEN]	PersonX is busy	yes
PersonX still gets the job  xWant  [GEN]	to get a raise	no
PersonX is bored in the meeting  xReact  [GEN]	awkward	yes
PersonX becomes the king  xReact  [GEN]	proud	yes
PersonX is trying to decide on dinner  xWant  [GEN]	to eat dinner	yes
PersonX falls off a ledge  xWant  [GEN]	to get out of the situation	yes
PersonX joins Facebook  xEffect  [GEN]	gains in fame	yes
PersonX wants to keep her baby  xAttr  [GEN]	caring	yes
PersonX lets go of PersonY  xEffect  [GEN]	and PersonY are back together	yes
PersonX acts on his insight  xReact  [GEN]	rewarded	yes
PersonX will be right with you  xIntent  [GEN]	to be a better friend	yes
PersonX still gets the job  xReact  [GEN]	happy	yes
PersonX dons safety goggles  xNeed  [GEN]	to be wearing the goggles	yes
PersonX wishes he hadn't gone to the beach  xReact  [GEN]	angry	no
PersonX recognizes something  HinderedBy  [GEN]	PersonX doesn't understand	yes
PersonX puts a book on the shelf  HinderedBy  [GEN]	PersonX is afraid of books	no
PersonX changes into clothes  xEffect  [GEN]	becomes thinner	no
PersonX acts like a horseâs ass  xAttr  [GEN]	mean	yes
PersonX buys a cheeseburger  xIntent  [GEN]	to eat healthy	yes
PersonX receives a surprise  xEffect  [GEN]	learns a lesson	yes
PersonXâs attitude to something has changed  HinderedBy  [GEN]	PersonX is still bitter about something	no
PersonX talks to PersonY's mom  xEffect  [GEN]	learns about PersonY's relationship with her mother	no
PersonX ran into PersonY in town  xWant  [GEN]	to hang out with PersonY	yes
PersonX discovers PersonY's betrayal  xWant  [GEN]	to get PersonY back	yes
PersonX uses the bike  xEffect  [GEN]	gets a bike	yes
PersonX accepts PersonY's greetings  xAttr  [GEN]	polite	yes
PersonX changes one's mind  xIntent  [GEN]	to be independent	yes
PersonX makes fun of self  xIntent  [GEN]	to be noticed	yes
PersonX wants to sleep with PersonY  HinderedBy  [GEN]	PersonX is afraid of PersonY	yes
PersonX finds a victim  xAttr  [GEN]	brave	no
PersonX buys a fancy car  xWant  [GEN]	to own a bigger car	yes
PersonX read a book by Michael Connelly  xEffect  [GEN]	gets interested in art	no
PersonX brings it all together  HinderedBy  [GEN]	PersonX can't find a solution	yes
PersonX reconciles with her mother  xEffect  [GEN]	and her mother are happy	yes
PersonX sees his neighbor's house on fire  xEffect  [GEN]	gets sick	no
PersonX tries to jump over a ditch  xNeed  [GEN]	to be able to jump over a ditch	no
PersonX makes a public statement  HinderedBy  [GEN]	PersonX is too shy to speak out	yes
PersonX puts on PersonYâs socks  xIntent  [GEN]	to be nice to PersonY	yes
PersonX decides to invest in stocks  xReact  [GEN]	excited	yes
PersonX gets on the inside of PersonY  xIntent  [GEN]	to be close to PersonY	yes
PersonX studies personYâs mannerisms  xIntent  [GEN]	to understand personY	yes
PersonX notices item  xReact  [GEN]	interested	yes
PersonX sends mail to a constituent  xAttr  [GEN]	polite	yes
PersonX gets humiliated  xEffect  [GEN]	is yelled at	yes
PersonX has found PersonYâs knife  xAttr  [GEN]	smart	yes
PersonX invites PersonY to the concert  xAttr  [GEN]	friendly	yes
PersonX enters a lesbian bar  xReact  [GEN]	excited	yes
PersonX goes somewhere nice  HinderedBy  [GEN]	PersonX can't afford to go anywhere	yes
PersonX offers the food  HinderedBy  [GEN]	PersonX is too busy to eat	yes
PersonX rips off PersonY's head  xIntent  [GEN]	to get revenge on PersonY	yes
PersonX is fortunate  xEffect  [GEN]	is a good friend	yes
PersonX pulls a knife on PersonY  xAttr  [GEN]	violent	yes
PersonX has a horrible nightmare  xWant  [GEN]	to wake up	yes
PersonX chooses to remain silent  xIntent  [GEN]	to avoid any scandal	yes
PersonX enjoys vacations  xEffect  [GEN]	is happier	yes
PersonX became a captain  HinderedBy  [GEN]	PersonX doesn't know how to play the game	yes
PersonX shares his ideas  HinderedBy  [GEN]	PersonX is too shy to share his ideas	yes
PersonX has seen better days  xEffect  [GEN]	is in love	no
PersonX is in deep trouble  xReact  [GEN]	angry	yes
PersonX asks a person related to PersonY  xEffect  [GEN]	gets the information	yes
PersonX writes a short note to PersonY  xEffect  [GEN]	receives a response	yes
PersonX tells PersonY the problem  xAttr  [GEN]	honest	yes
PersonX remembers being pushed  xWant  [GEN]	to get stronger	yes
PersonX speaks to the class  HinderedBy  [GEN]	PersonX is sick	yes
PersonX thinks about a scientific issue  HinderedBy  [GEN]	PersonX is too busy to think about science	yes
PersonX loses a race  xEffect  [GEN]	is sad	yes
PersonX joins the Daughters of the Republic of Texas  xReact  [GEN]	important	yes
PersonX attends to details  xAttr  [GEN]	kind	yes
PersonX can't believe what he or she sees  HinderedBy  [GEN]	PersonX is a brilliant student	no
PersonX can clearly grasp it  xAttr  [GEN]	a smart person	yes
PersonX tells PersonY to keep it down  xIntent  [GEN]	to do things PersonY tells him to do	no
PersonX launches the business  HinderedBy  [GEN]	PersonX is too nervous to launch the business	yes
PersonX maintains a high learning rate  HinderedBy  [GEN]	PersonX can't remember the grade	no
PersonX posts his thoughts online  HinderedBy  [GEN]	PersonX can't find a computer to post his thoughts online	yes
PersonX and PersonY form a partnership  xIntent  [GEN]	to work with PersonY	yes
PersonX tries something he or she has never done before  xAttr  [GEN]	inventive	yes
PersonX is a professor of psychology  HinderedBy  [GEN]	PersonX is too shy to ask people to do a task	no
PersonX agrees to the contract  xIntent  [GEN]	to be successful	yes
PersonX was disappointed in PersonY  xEffect  [GEN]	is upset with PersonY	yes
PersonX stops a bomb from going off  HinderedBy  [GEN]	PersonX can't find the bomb	yes
PersonX is about to go somewhere  xAttr  [GEN]	resourceful	no
PersonX introduces PersonY to the correct date  xReact  [GEN]	relieved	yes
PersonX sings in a band  xWant  [GEN]	to be famous	yes
PersonX makes a bargain  xWant  [GEN]	to make more	yes
PersonX does not want to drink  xEffect  [GEN]	drinks	no
PersonX takes things literally  xWant  [GEN]	to be in a circus	no
PersonX is made a partner  xEffect  [GEN]	is promoted	yes
PersonX says no to a drink  xAttr  [GEN]	a noncommittal person	yes
PersonX likes both of these examples  xIntent  [GEN]	to be in the group	no
PersonX pulls the car over  xAttr  [GEN]	responsible	yes
PersonX visits with a feeling of reunion  xNeed  [GEN]	to have a good relationship with someone	yes
PersonX stays for coffee  HinderedBy  [GEN]	PersonX can't find the coffee maker	yes
PersonX dresses as Batman  xReact  [GEN]	accomplished	yes
PersonX wants PersonY to know  xAttr  [GEN]	honest	yes
PersonX agrees to testify against PersonY  xNeed  [GEN]	to have a reasonable argument	yes
PersonX is constantly excited  xEffect  [GEN]	is in better mood	yes
"PersonX is ""alone and grumbling""  xReact  [GEN]"	frustrated	yes
PersonX deals with PersonY in person  HinderedBy  [GEN]	PersonX doesn't know how to deal with PersonY	yes
PersonX faces the press  xIntent  [GEN]	to be seen as a leader	yes
PersonX puts away his suitcase  xEffect  [GEN]	leaves for Mexico	no
PersonX’s friend is arrested  xReact  [GEN]	upset	yes
PersonX repairs an appliance  xEffect  [GEN]	is thanked by a customer	yes
PersonX paints a pretty picture  xNeed  [GEN]	to have paint	yes
PersonX demonstrates a photo  xReact  [GEN]	proud	yes
PersonX loses his wallet  xEffect  [GEN]	is embarrassed	yes
PersonX found an old picture  HinderedBy  [GEN]	PersonX is in a coma	yes
PersonX posts a note on PersonY's door  HinderedBy  [GEN]	PersonX can't find PersonY's house	yes
PersonX goes to the Halloween party  HinderedBy  [GEN]	PersonX can't find the costume	yes
PersonX starts to feel sorry  xEffect  [GEN]	is forgiven	yes
PersonX speaks calmly to PersonY  xNeed  [GEN]	to be able to talk calmly	yes
PersonX celebrates PersonY's success  HinderedBy  [GEN]	PersonX is afraid to celebrate	yes
PersonX drives over personY’s toes  xAttr  [GEN]	impulsive	yes
PersonX types out the proposal  xReact  [GEN]	happy	yes
PersonX spreads the news  xEffect  [GEN]	receives a lot of attention	yes
PersonX thinks about imprisonment  xReact  [GEN]	anxious	yes
PersonX kisses PersonY's mouth  xIntent  [GEN]	to show PersonY that she loves him back.	yes
PersonX makes a three-point turn  HinderedBy  [GEN]	PersonX is afraid to go fast	no
PersonX contributes to household tasks  xWant  [GEN]	to be a householder	yes
PersonX is a big talker  xEffect  [GEN]	gets into trouble	yes
PersonX tells PersonY about his son  xAttr  [GEN]	supportive	no
PersonX explores PersonY’s body  xIntent  [GEN]	to understand PersonY more	yes
PersonX participates in a talent show  xNeed  [GEN]	to be a performer	yes
PersonX makes a reasonable suggestion  xAttr  [GEN]	thoughtful	yes
PersonX accepts a dinner invitation from PersonY  xAttr  [GEN]	friendly	yes
PersonX announces his party  xIntent  [GEN]	to be the center of attention	yes
PersonX heads into the room  xReact  [GEN]	comfortable	yes
PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	PersonX is too tired to play	yes
PersonX is sharp  xIntent  [GEN]	to be sharp	yes
PersonX runs 10 miles  xAttr  [GEN]	athletic	yes
PersonX attends an international congress  xReact  [GEN]	pleased	yes
PersonX helps PersonY choose a site  xNeed  [GEN]	to be able to help	yes
PersonX looks at PersonY's eyes  xIntent  [GEN]	to be able to see PersonY	yes
PersonX notices a white butterfly  xEffect  [GEN]	sees a butterfly	yes
PersonX destroys some electronics  xAttr  [GEN]	destructive	yes
PersonX bought a cake  xEffect  [GEN]	was pleased	yes
PersonX posts it on the Internet  xAttr  [GEN]	an Internet expert	yes
PersonX takes an architectural tour  HinderedBy  [GEN]	PersonX can't find the tickets	yes
PersonX recognizes PersonY's wishes  xEffect  [GEN]	accepts PersonY's help	yes
PersonX decides to go to the park  xIntent  [GEN]	to explore the park	yes
PersonX attends class  xIntent  [GEN]	to be accepted	yes
PersonX decides to be generous  xIntent  [GEN]	to be kind	yes
PersonX meets two new friends  xAttr  [GEN]	sociable	yes
PersonX suggests alternative  HinderedBy  [GEN]	PersonX is allergic to alternative	yes
PersonX agrees to move in with PersonY  xAttr  [GEN]	secure	yes
PersonX posts on PersonY's journal  xAttr  [GEN]	helpful	yes
PersonX runs on a treadmill  xAttr  [GEN]	athletic	yes
PersonX does drugs  xReact  [GEN]	remorseful	yes
PersonX gets really mad  xEffect  [GEN]	is sent to a psychiatric hospital	yes
PersonX reads the next chapter  xReact  [GEN]	excited	yes
PersonX faints in PersonY's presence  xReact  [GEN]	angry	yes
PersonX does not like to show anger  xAttr  [GEN]	cautious	yes
PersonX kisses PersonY on the cheek  xReact  [GEN]	touched	yes
PersonX cleans up the leaves  xIntent  [GEN]	to have a clean house	yes
PersonX adopts a child  HinderedBy  [GEN]	PersonX is not a child	no
PersonX loses her suitcase  xReact  [GEN]	nervous	yes
PersonX reacts to police officer  xWant  [GEN]	to avoid contact	no
PersonX loses her fortune  xWant  [GEN]	to get an inheritance	yes
PersonX has a nightmare about what PersonY said  xWant  [GEN]	to tell PersonY something	yes
PersonX tells PersonY to stop  xIntent  [GEN]	to make PersonY stop	yes
PersonX edits PersonY's manuscript  HinderedBy  [GEN]	PersonX is no longer employed	no
PersonX avoids taking action  xReact  [GEN]	disappointed	no
PersonX really loses it  xAttr  [GEN]	insecure	yes
PersonX helps person Y with his work  xIntent  [GEN]	to help someone	yes
PersonX has a reputation for philanthropy  xWant  [GEN]	to see that money is going to charity	yes
PersonX shows PersonY something  xEffect  [GEN]	gets PersonY's attention	yes
PersonX found PersonY annoying  xWant  [GEN]	to be alone	yes
PersonX and PersonY have good chemistry  xReact  [GEN]	in love	yes
PersonX values PersonY’s relationship  xEffect  [GEN]	has a better relationship with PersonY	yes
PersonX has some problems  xEffect  [GEN]	they are rushed to hospital	yes
PersonX dances at the party  xReact  [GEN]	accomplished	yes
PersonX and PersonY live nearby  xReact  [GEN]	happy	yes
PersonX thinks of someone else's bad decision  xReact  [GEN]	sad	yes
PersonX finds a role model  HinderedBy  [GEN]	PersonX doesn't have a job to audition.	yes
PersonX gets more equipment  xEffect  [GEN]	Person X receives the equipment.	yes
PersonX helps people  xReact  [GEN]	happy and kind	yes
PersonX murders his stepfather  xEffect  [GEN]	goes to prison	yes
PersonX becomes more environmentally friendly  xIntent  [GEN]	to be healthy and happy	yes
PersonX starts to read a book  HinderedBy  [GEN]	PersonX can't afford it	yes
PersonX tries to outsmart PersonY  xNeed  [GEN]	to be the leader.	no
PersonX tells PersonY he thinks the plan is rubbish  xNeed  [GEN]	to be an engineer	no
PersonX asks PersonY about ...  xReact  [GEN]	satisfied	yes
PersonX lies about his name  xAttr  [GEN]	dishonest	yes
PersonX tells PersonY they need to talk  HinderedBy  [GEN]	Person X does not want to bother if they do.	yes
PersonX's father is inconsiderate  xEffect  [GEN]	starts an argument	yes
PersonX becomes delighted  xReact  [GEN]	happy	yes
PersonX is in a war  HinderedBy  [GEN]	Their commander won't get them a phone.	yes
PersonX says 'I love you'  xIntent  [GEN]	to make a friend	no
PersonX has a financial setback  xWant  [GEN]	to make a plan	yes
PersonX finds the right way  xAttr  [GEN]	competent	yes
PersonX is hard at work  xIntent  [GEN]	to be able to do well	yes
PersonX loses their coat  xWant  [GEN]	to not be able to look	no
PersonX dreams about her child  HinderedBy  [GEN]	PersonX is ashamed.	yes
PersonX plans to surprise PersonY with a gift  xAttr  [GEN]	romantic	yes
PersonX has to do something for PersonY  xIntent  [GEN]	none	no
PersonX is unqualified  xEffect  [GEN]	none	no
PersonX beats PersonY in bowling  xEffect  [GEN]	gets hit	yes
PersonX observes PersonY talking  xReact  [GEN]	curious	yes
PersonX writes about a canoe trip  xAttr  [GEN]	knowledgeable	no
PersonX turns off a machine  xAttr  [GEN]	careless	no
PersonX spends 20 years in prison  xReact  [GEN]	betrayed	no
PersonX packs everything  xReact  [GEN]	good.	yes
PersonX looks upon the sunrise  xReact  [GEN]	satisfied	yes
PersonX translates a book for PersonY  HinderedBy  [GEN]	PersonY does not have access to another language.	yes
PersonX sends a condolence card  xEffect  [GEN]	gets asked to help	no
PersonX breaks an object  xReact  [GEN]	angry	yes
PersonX offers to be a supervisor  xAttr  [GEN]	generous	yes
PersonX writes the story of a life  xEffect  [GEN]	is thanked	no
PersonX reads all of PersonY's books  xReact  [GEN]	satisfied	yes
PersonX finds out about a murder  xEffect  [GEN]	Person X reads the verdict	yes
PersonX and PersonY continue  xEffect  [GEN]	none	no
PersonX tells PersonY the secret to success  xIntent  [GEN]	to be famous	yes
PersonX enjoys the house  xReact  [GEN]	happy to look nice	no
PersonX rides a skateboard  xReact  [GEN]	happy they learned something new, not depressed by the fact	yes
PersonX has a complex about his body  xReact  [GEN]	happy	no
PersonX talks to the psychiatrist  xIntent  [GEN]	to hear some more about the patient	no
PersonX gets ready for the big game  xAttr  [GEN]	determined	yes
PersonX beats the living crap out of PersonY  xEffect  [GEN]	none	no
PersonX delivers  xIntent  [GEN]	none	no
PersonX remembers the concert  xReact  [GEN]	joyful	yes
PersonX falls asleep in front of TV  xReact  [GEN]	exhausted	yes
PersonX learns to use a PC  HinderedBy  [GEN]	PersonX is out of lessons.	yes
PersonX has a few hobbies  HinderedBy  [GEN]	PersonX has no hobbies.	yes
PersonX waits to see how the chips fall  xIntent  [GEN]	to be a good actor	no
PersonX moves closer  xIntent  [GEN]	to be closer.	yes
PersonX polishes the toy  xAttr  [GEN]	responsible	yes
PersonX tells PersonY to watch the clock  xWant  [GEN]	to tell PersonY to relax and let it do its thing.	no
PersonX and PersonY start all over again  xIntent  [GEN]	to stay safe	no
PersonX went to the wrong place  xAttr  [GEN]	lazy	no
PersonX plans a future with PersonY  xWant  [GEN]	to get something from Y	yes
PersonX sees the mushroom  xReact  [GEN]	intrigued	yes
PersonX dreams of meeting PersonY  xIntent  [GEN]	to be friendly	yes
PersonX wishes that the pain would go away  xIntent  [GEN]	relief	yes
PersonX can be amusing  xEffect  [GEN]	smiles	yes
PersonX brings PersonY to her knees  xIntent  [GEN]	support	yes
PersonX gets a touch of influenza  xEffect  [GEN]	X has a feeling	no
PersonX keeps a record of his exercise  HinderedBy  [GEN]	PersonY is taking too long	no
PersonX agrees to help PersonYâs team  xReact  [GEN]	excited	yes
PersonX tries to avoid telling PersonY  xIntent  [GEN]	he is scared for Person Y	no
PersonX considers how to take care of PersonY  xEffect  [GEN]	none	no
PersonX is asked about PersonY  xWant  [GEN]	to get person y talking	no
PersonX starts to read the menu  xReact  [GEN]	refreshed	no
PersonX burns their hand  xReact  [GEN]	remorse towards the pain and pain.	yes
PersonX moves the car  xIntent  [GEN]	to go somewhere	yes
PersonX attends the concert  xReact  [GEN]	happy	yes
PersonX makes a point of working regularly  HinderedBy  [GEN]	PersonX is weak	yes
PersonX remembers how he met PersonY  xEffect  [GEN]	they meet new person	no
PersonX huffs and puffs  xIntent  [GEN]	none	no
PersonX marries his love  xReact  [GEN]	relieved	yes
PersonX stops to check  xReact  [GEN]	happy	no
PersonX meets his relatives  xIntent  [GEN]	to be with his parents	yes
PersonX tries to get the baby back  xWant  [GEN]	keep the baby safe	yes
PersonX will go on  xIntent  [GEN]	to go home	yes
PersonX begins to drink  xReact  [GEN]	relieved	yes
PersonX refuses to let PersonY go  xIntent  [GEN]	none	no
PersonX remembers what happened last night  xReact  [GEN]	tired	yes
PersonX spends too much time on the phone  xEffect  [GEN]	gets distracted	yes
PersonX suffers at the beach  xWant  [GEN]	to take a rest	yes
PersonX jumps from the train  xIntent  [GEN]	none	no
PersonX is conflicted  xReact  [GEN]	unsure	yes
PersonX arrives home from trip  xEffect  [GEN]	PersonX has a nice day	yes
PersonX teaches PersonY about himself  HinderedBy  [GEN]	PersonX does not know PersonY's name	no
PersonX has stomachache  xEffect  [GEN]	is nauseous	yes
PersonX sticks to his motto  xAttr  [GEN]	calm	no
PersonX is very confident  xReact  [GEN]	good	yes
PersonX just married PersonY  xIntent  [GEN]	to be together	yes
PersonX wants to visit the zoo  xNeed  [GEN]	to look in the mirror	no
PersonX receives and email  xEffect  [GEN]	becomes able to read	no
PersonX stops by PersonY's  xIntent  [GEN]	to get to know person	yes
PersonX's father praises PersonX  xWant  [GEN]	to visit the family	yes
PersonX remains in place  xReact  [GEN]	like they can hold their position.	yes
PersonX is building a house  xAttr  [GEN]	thoughtful	yes
PersonX fails in winning PersonY's heart  xNeed  [GEN]	to get out of the game	yes
PersonX makes a movie about it  xEffect  [GEN]	goes to movie theater	yes
PersonX leaves behind the past  xReact  [GEN]	happy about the past	yes
PersonX closes a window  xIntent  [GEN]	to leave before things get too bad	no
PersonX sits at the computer  xIntent  [GEN]	to solve task	yes
PersonX asks to move in  xIntent  [GEN]	to go on a vacation	no
PersonX posts a video online  xNeed  [GEN]	locate internet access in country	yes
PersonX confesses his love for PersonY  HinderedBy  [GEN]	PersonX won't tell anyone.	yes
PersonX maintains the friendship  xEffect  [GEN]	feels fulfilled	yes
PersonX behaves like a buddy  xWant  [GEN]	To be part of a group	yes
PersonX casts out  HinderedBy  [GEN]	the man got in touch with them by phone and sent him away	yes
PersonX got there before PersonY  xEffect  [GEN]	finds something	no
PersonX and PersonY start over  xWant  [GEN]	to take them to college	no
PersonX sings in the shower  xAttr  [GEN]	creative	yes
PersonX will save the world  xIntent  [GEN]	to be selfish about their efforts	no
PersonX returns to the country after four years  HinderedBy  [GEN]	PersonX is still at war after the war.	yes
PersonX and PersonY pack  xIntent  [GEN]	to go home	no
PersonX fights to be free  xNeed  [GEN]	none	no
PersonX bought a house  xIntent  [GEN]	get more things	no
PersonX sets up a booth  HinderedBy  [GEN]	PersonX cannot afford to.	no
PersonX survives in the environment  xReact  [GEN]	content	no
PersonX gets everyone into trouble  xIntent  [GEN]	none	no
PersonX discovers an important clue  HinderedBy  [GEN]	PersonX does not have a clue.	yes
PersonX wants to get through the day  xIntent  [GEN]	have enough time	no
PersonX teaches personY not to steal  xReact  [GEN]	good about themselves	no
PersonX gives a telephone message to Mary  HinderedBy  [GEN]	They know they have a client without a phone number.	yes
PersonX becomes a person who attacks others  xNeed  [GEN]	get in front of people	yes
PersonX keeps the cat  xAttr  [GEN]	Care-takers	yes
PersonX learns to talk  xReact  [GEN]	comfortable	no
PersonX reads the last paper  HinderedBy  [GEN]	PersonX is a student at a small town with no internet access.	yes
PersonX still gets the job  xWant  [GEN]	work hard	yes
PersonX is bored in the meeting  xReact  [GEN]	bored	yes
PersonX becomes the king  xReact  [GEN]	good	yes
PersonX is trying to decide on dinner  xWant  [GEN]	to enjoy the dinner	yes
PersonX falls off a ledge  xWant  [GEN]	to grab the other person	yes
PersonX joins Facebook  xEffect  [GEN]	is thanked	yes
PersonX wants to keep her baby  xAttr  [GEN]	loving	yes
PersonX lets go of PersonY  xEffect  [GEN]	has to go for an escape	no
PersonX acts on his insight  xReact  [GEN]	informed	yes
PersonX will be right with you  xIntent  [GEN]	to be honest	no
PersonX still gets the job  xReact  [GEN]	motivated	yes
PersonX dons safety goggles  xNeed  [GEN]	none	no
PersonX wishes he hadn't gone to the beach  xReact  [GEN]	happy	no
PersonX recognizes something  HinderedBy  [GEN]	PersonX isn't really in good enough shape to acknowledge it.	no
PersonX puts a book on the shelf  HinderedBy  [GEN]	PersonX already owns books.	no
PersonX changes into clothes  xEffect  [GEN]	walks outside	no
PersonX acts like a horseâs ass  xAttr  [GEN]	intelligent	no
PersonX buys a cheeseburger  xIntent  [GEN]	to eat his vegetables	no
PersonX receives a surprise  xEffect  [GEN]	smiles	yes
PersonX can't believe what he or she sees  HinderedBy  [GEN]	PersonX is deaf.	no
PersonX can clearly grasp it  xAttr  [GEN]	intelligent	yes
PersonX tells PersonY to keep it down  xIntent  [GEN]	they need to listen	yes
PersonX launches the business  HinderedBy  [GEN]	PersonX can't find a job.	no
PersonX maintains a high learning rate  HinderedBy  [GEN]	PersonX has no hands.	yes
PersonX posts his thoughts online  HinderedBy  [GEN]	PersonX has a restraining order and doesn't have the necessary permits given.	yes
PersonX and PersonY form a partnership  xIntent  [GEN]	person y	yes
PersonX tries something he or she has never done before  xAttr  [GEN]	accomplished	no
PersonX is a professor of psychology  HinderedBy  [GEN]	PersonX doesn't have a strong personality.	no
